signal_date,candidate_count,target7_count,daily_universe_mean_capped_return,rank1_event_id,rank1_capped_return,rank1_target7,rank2_event_id,rank2_capped_return,rank2_target7,rank3_event_id,rank3_capped_return,rank3_target7,strict_top1_capped_return,strict_top1_excess_vs_universe,strict_top1_beat_universe,strict_top2_capped_return,strict_top2_excess_vs_universe,strict_top2_beat_universe,strict_top3_capped_return,strict_top3_excess_vs_universe,strict_top3_beat_universe,up_to_3_capped_return,up_to_3_excess_vs_universe,top3_target7_hits,available_winner_capture,binary_evaluable
2026-06-12,8,4,0.040231451733937953,000048_2026-06-12,-0.021505376344086113,0,002119_2026-06-12,0.05435801312089983,0,600665_2026-06-12,0.01298701298701288,0,-0.021505376344086113,-0.06173682807802407,0,0.016426318388406858,-0.023805133345531096,0,0.015279883254608865,-0.02495156847932909,0,0.015279883254608865,-0.02495156847932909,0,0.0,1
2026-06-15,3,1,0.044940476190476274,002203_2026-06-15,0.036250000000000115,0,600067_2026-06-15,0.028571428571428692,0,603014_2026-06-15,0.07,1,0.036250000000000115,-0.008690476190476158,0,0.032410714285714404,-0.01252976190476187,0,0.044940476190476274,0.0,0,0.044940476190476274,0.0,1,1.0,1
2026-06-16,7,3,0.0313373111971878,000510_2026-06-16,-0.014531043593130843,0,601958_2026-06-16,0.04392857142857154,0,603335_2026-06-16,0.07,1,-0.014531043593130843,-0.045868354790318644,0,0.014698763917720348,-0.016638547279467453,0,0.033132509278480236,0.001795198081292436,1,0.033132509278480236,0.001795198081292436,1,0.3333333333333333,1
2026-06-17,17,12,0.0600758531774936,605198_2026-06-17,-0.02127659574468077,0,002585_2026-06-17,0.0378634212305613,0,002552_2026-06-17,0.07,1,-0.02127659574468077,-0.08135244892217437,0,0.008293412742940265,-0.05178244043455334,0,0.028862275161960178,-0.031213578015533424,0,0.028862275161960178,-0.031213578015533424,1,0.3333333333333333,1
2026-06-18,15,2,0.017311011105823247,603186_2026-06-18,0.045483180042837246,0,002741_2026-06-18,-0.020413122721749555,0,603002_2026-06-18,0.07,1,0.045483180042837246,0.028172168937014,1,0.012535028660543845,-0.004775982445279402,0,0.03169001910702923,0.014379008001205985,1,0.03169001910702923,0.014379008001205985,1,0.5,1
2026-06-22,7,4,0.046540992262907054,002141_2026-06-22,0.07,1,002989_2026-06-22,0.021419009370816422,0,002491_2026-06-22,0.07,1,0.07,0.023459007737092953,1,0.045709504685408214,-0.0008314875774988392,0,0.05380633645693881,0.007265344194031756,1,0.05380633645693881,0.007265344194031756,2,0.6666666666666666,1
2026-06-23,14,7,0.05068555323433526,000811_2026-06-23,0.07,1,002297_2026-06-23,0.07,1,603663_2026-06-23,0.02941176470588225,0,0.07,0.019314446765664746,1,0.07,0.019314446765664746,1,0.056470588235294085,0.005785035000958824,1,0.056470588235294085,0.005785035000958824,2,0.6666666666666666,1
2026-06-24,15,3,0.021949161370582483,002068_2026-06-24,0.06471389645776582,0,603757_2026-06-24,0.05169806132270027,0,600851_2026-06-24,-0.03681592039801007,0,0.06471389645776582,0.042764735087183335,1,0.058205978890233045,0.03625681751965056,1,0.026532012460818672,0.004582851090236189,1,0.026532012460818672,0.004582851090236189,0,0.0,1
2026-06-25,9,4,0.024497753192807656,600909_2026-06-25,0.07,1,603938_2026-06-25,0.07,1,605069_2026-06-25,0.07,1,0.07,0.04550224680719235,1,0.07,0.04550224680719235,1,0.07,0.04550224680719235,1,0.07,0.04550224680719235,3,1.0,1
2026-06-26,12,3,0.016013751663266792,603989_2026-06-26,-0.04196428571428579,0,002080_2026-06-26,-0.05252525252525253,0,600667_2026-06-26,0.06681034482758608,0,-0.04196428571428579,-0.05797803737755258,0,-0.04724476911976916,-0.06325852078303595,0,-0.00922639780398408,-0.025240149467250873,0,-0.00922639780398408,-0.025240149467250873,0,0.0,1
2026-06-29,5,3,0.03005811481218995,600228_2026-06-29,-0.07931726907630532,0,000823_2026-06-29,0.07,1,002141_2026-06-29,0.019607843137255054,0,-0.07931726907630532,-0.10937538388849527,0,-0.004658634538152656,-0.03471674935034261,0,0.003430191353649914,-0.026627923458540037,0,0.003430191353649914,-0.026627923458540037,1,0.3333333333333333,1
2026-06-30,7,1,0.018284747767554867,603956_2026-06-30,0.03953871499176276,0,603650_2026-06-30,0.0474406991260925,0,601133_2026-06-30,-0.0627906976744187,0,0.03953871499176276,0.02125396722420789,1,0.04348970705892763,0.02520495929137276,1,0.008062905481145521,-0.010221842286409346,0,0.008062905481145521,-0.010221842286409346,0,0.0,1
