source_column,source_column_role,available_as_of,stage1_allowed_for_feature_analysis,source_or_formula,dtype,semantic_type,mechanism_group,unit_family,non_null_count,missing_count,missing_rate,unique_count,dominant_value,dominant_count,dominant_rate,min_value,max_value,exact_duplicate_group_id,canonical_source_column,mutual_exclusion_group_id,admission_status,primary_allowed,sensitivity_allowed,derive_only,reason_codes,preprocess_policy,target_blind,notes
d1_last_hour_return,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column d1_last_hour_return,float64,last_hour_return,D1_PRICE_ACTION,return,333,0,0.0,313,0.0,19,0.057057,-0.0652041438147471,0.0735294117647058,,d1_last_hour_return,,PRIMARY_RAW,True,False,False,DEFAULT_PRIMARY,FOLD_CLIP_Z,True,
d1_up_bar_volume_ratio,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column d1_up_bar_volume_ratio,float64,up_bar_volume_ratio,D1_VOLUME_ACTIVITY,ratio,333,0,0.0,330,0.0,4,0.012012,0.0,0.7681235564582677,,d1_up_bar_volume_ratio,,PRIMARY_RAW,True,False,False,DEFAULT_PRIMARY,FOLD_CLIP_Z,True,
d1_down_bar_volume_ratio,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column d1_down_bar_volume_ratio,float64,down_bar_volume_ratio,D1_VOLUME_ACTIVITY,ratio,333,0,0.0,331,0.0,3,0.009009,0.0,0.8073547818436243,ED12,down_bar_volume_ratio,,EXCLUDE_EXACT_DUPLICATE_ALIAS,False,False,False,EXACT_DUP_ALIAS,NO_DIRECT_MODEL_INPUT,True,精确重复别名: canonical=down_bar_volume_ratio (ED12)
volume_above_d1_close_ratio,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column volume_above_d1_close_ratio,float64,volume_above_close_ratio,D1_CHIP_DISTRIBUTION,ratio,333,0,0.0,283,1.0,51,0.153153,0.0178623783419175,1.0,ED13,volume_above_d1_close_ratio,ME02_ABOVE_CLOSE_CHIP,PRIMARY_RAW,True,False,False,ME_CANONICAL|DEFAULT_PRIMARY,FOLD_CLIP_Z,True,互斥组: ME02_ABOVE_CLOSE_CHIP
amount_above_d1_close_ratio,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column amount_above_d1_close_ratio,float64,amount_above_close_ratio,D1_CHIP_DISTRIBUTION,ratio,333,0,0.0,283,1.0,51,0.153153,0.018227312301159,1.0,,amount_above_d1_close_ratio,ME02_ABOVE_CLOSE_CHIP,SENSITIVITY_RAW,False,True,False,ME_ALTERNATIVE|ME_ALTERNATIVE_MAX_SENSITIVITY,FOLD_CLIP_Z,True,互斥组: ME02_ABOVE_CLOSE_CHIP
volume_above_break_close_ratio,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column volume_above_break_close_ratio,float64,volume_above_close_ratio,D1_CHIP_DISTRIBUTION,ratio,333,0,0.0,283,1.0,51,0.153153,0.0178623783419175,1.0,ED13,volume_above_d1_close_ratio,,EXCLUDE_EXACT_DUPLICATE_ALIAS,False,False,False,EXACT_DUP_ALIAS,NO_DIRECT_MODEL_INPUT,True,精确重复别名: canonical=volume_above_d1_close_ratio (ED13)
high_zone_volume_ratio,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column high_zone_volume_ratio,float64,high_zone_volume_ratio,D1_CHIP_DISTRIBUTION,ratio,333,0,0.0,240,0.0,93,0.279279,0.0,1.0,,high_zone_volume_ratio,ME03_HIGH_ZONE,PRIMARY_RAW,True,False,False,ME_CANONICAL|DEFAULT_PRIMARY,FOLD_CLIP_Z,True,互斥组: ME03_HIGH_ZONE
high_zone_amount_ratio,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column high_zone_amount_ratio,float64,high_zone_amount_ratio,D1_CHIP_DISTRIBUTION,ratio,333,0,0.0,240,0.0,93,0.279279,0.0,1.0,,high_zone_amount_ratio,ME03_HIGH_ZONE,SENSITIVITY_RAW,False,True,False,ME_ALTERNATIVE|ME_ALTERNATIVE_MAX_SENSITIVITY,FOLD_CLIP_Z,True,互斥组: ME03_HIGH_ZONE
late_day_sell_volume_ratio,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column late_day_sell_volume_ratio,float64,late_day_sell_volume_ratio,D1_LATE_DAY_PRESSURE,ratio,333,0,0.0,319,0.0,15,0.045045,0.0,0.2278629604938987,,late_day_sell_volume_ratio,ME04_LATE_SELL,PRIMARY_RAW,True,False,False,ME_CANONICAL|DEFAULT_PRIMARY,FOLD_CLIP_Z,True,互斥组: ME04_LATE_SELL
late_day_sell_amount_ratio,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column late_day_sell_amount_ratio,float64,late_day_sell_amount_ratio,D1_LATE_DAY_PRESSURE,ratio,333,0,0.0,319,0.0,15,0.045045,0.0,0.2220735392697603,,late_day_sell_amount_ratio,ME04_LATE_SELL,SENSITIVITY_RAW,False,True,False,ME_ALTERNATIVE|ME_ALTERNATIVE_MAX_SENSITIVITY,FOLD_CLIP_Z,True,互斥组: ME04_LATE_SELL
down_bar_volume_ratio,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column down_bar_volume_ratio,float64,down_bar_volume_ratio,D1_VOLUME_ACTIVITY,ratio,333,0,0.0,331,0.0,3,0.009009,0.0,0.8073547818436243,ED12,down_bar_volume_ratio,,PRIMARY_RAW,True,False,False,DEFAULT_PRIMARY,FOLD_CLIP_Z,True,
d1_vwap_to_close_gap,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column d1_vwap_to_close_gap,float64,vwap_to_close_gap,D1_VWAP_POSITION,ratio,333,0,0.0,333,-0.014027264731176,1,0.003003,-0.069843044064662,0.093880482541129,,d1_vwap_to_close_gap,ME05_VWAP_GAP,SENSITIVITY_RAW,False,True,False,ME_ALTERNATIVE|ME_ALTERNATIVE_MAX_SENSITIVITY,FOLD_CLIP_Z,True,互斥组: ME05_VWAP_GAP
is_v004a_scorable,existing_model_audit,D1_CLOSE,False,copied unchanged from source v0.2.2 column is_v004a_scorable,bool,existing_model_audit_forbidden,FORBIDDEN_AUDIT,model_audit,333,0,0.0,2,True,241,0.723724,False,True,,is_v004a_scorable,,EXCLUDE_FORBIDDEN,False,False,False,FORBIDDEN_MODEL_FIELD|recognition_score/v004a/v002/v005 禁止作为输入,NO_DIRECT_MODEL_INPUT,True,
v004a_probability,existing_model_audit,D1_CLOSE,False,copied unchanged from source v0.2.2 column v004a_probability,float64,existing_model_audit_forbidden,FORBIDDEN_AUDIT,model_audit,241,92,0.276276,241,0.4342952591433318,1,0.003003,0.377105793202968,0.510060139754054,,v004a_probability,,EXCLUDE_FORBIDDEN,False,False,False,FORBIDDEN_MODEL_FIELD|recognition_score/v004a/v002/v005 禁止作为输入,NO_DIRECT_MODEL_INPUT,True,
v004a_rank,existing_model_audit,D1_CLOSE,False,copied unchanged from source v0.2.2 column v004a_rank,float64,existing_model_audit_forbidden,FORBIDDEN_AUDIT,model_audit,241,92,0.276276,70,2.0,16,0.048048,1.0,143.0,,v004a_rank,,EXCLUDE_FORBIDDEN,False,False,False,FORBIDDEN_MODEL_FIELD|recognition_score/v004a/v002/v005 禁止作为输入,NO_DIRECT_MODEL_INPUT,True,
is_v004a_top3,existing_model_audit,D1_CLOSE,False,copied unchanged from source v0.2.2 column is_v004a_top3,bool,existing_model_audit_forbidden,FORBIDDEN_AUDIT,model_audit,333,0,0.0,2,False,293,0.87988,False,True,,is_v004a_top3,,EXCLUDE_FORBIDDEN,False,False,False,FORBIDDEN_MODEL_FIELD|recognition_score/v004a/v002/v005 禁止作为输入,NO_DIRECT_MODEL_INPUT,True,
is_v004a_top10,existing_model_audit,D1_CLOSE,False,copied unchanged from source v0.2.2 column is_v004a_top10,bool,existing_model_audit_forbidden,FORBIDDEN_AUDIT,model_audit,333,0,0.0,2,False,229,0.687688,False,True,,is_v004a_top10,,EXCLUDE_FORBIDDEN,False,False,False,FORBIDDEN_MODEL_FIELD|recognition_score/v004a/v002/v005 禁止作为输入,NO_DIRECT_MODEL_INPUT,True,
is_v004a_top15,existing_model_audit,D1_CLOSE,False,copied unchanged from source v0.2.2 column is_v004a_top15,bool,existing_model_audit_forbidden,FORBIDDEN_AUDIT,model_audit,333,0,0.0,2,False,195,0.585586,False,True,,is_v004a_top15,,EXCLUDE_FORBIDDEN,False,False,False,FORBIDDEN_MODEL_FIELD|recognition_score/v004a/v002/v005 禁止作为输入,NO_DIRECT_MODEL_INPUT,True,
is_v002_scorable,existing_model_audit,D1_CLOSE,False,copied unchanged from source v0.2.2 column is_v002_scorable,bool,existing_model_audit_forbidden,FORBIDDEN_AUDIT,model_audit,333,0,0.0,2,False,230,0.690691,False,True,,is_v002_scorable,,EXCLUDE_FORBIDDEN,False,False,False,FORBIDDEN_MODEL_FIELD|recognition_score/v004a/v002/v005 禁止作为输入,NO_DIRECT_MODEL_INPUT,True,
v002_rank,existing_model_audit,D1_CLOSE,False,copied unchanged from source v0.2.2 column v002_rank,float64,existing_model_audit_forbidden,FORBIDDEN_AUDIT,model_audit,103,230,0.690691,54,3.0,7,0.021021,1.0,130.0,,v002_rank,,EXCLUDE_FORBIDDEN,False,False,False,FORBIDDEN_MODEL_FIELD|recognition_score/v004a/v002/v005 禁止作为输入,NO_DIRECT_MODEL_INPUT,True,
is_v002_top3,existing_model_audit,D1_CLOSE,False,copied unchanged from source v0.2.2 column is_v002_top3,bool,existing_model_audit_forbidden,FORBIDDEN_AUDIT,model_audit,333,0,0.0,2,False,319,0.957958,False,True,,is_v002_top3,,EXCLUDE_FORBIDDEN,False,False,False,FORBIDDEN_MODEL_FIELD|recognition_score/v004a/v002/v005 禁止作为输入,NO_DIRECT_MODEL_INPUT,True,
is_v002_top10,existing_model_audit,D1_CLOSE,False,copied unchanged from source v0.2.2 column is_v002_top10,bool,existing_model_audit_forbidden,FORBIDDEN_AUDIT,model_audit,333,0,0.0,2,False,292,0.876877,False,True,,is_v002_top10,,EXCLUDE_FORBIDDEN,False,False,False,FORBIDDEN_MODEL_FIELD|recognition_score/v004a/v002/v005 禁止作为输入,NO_DIRECT_MODEL_INPUT,True,
is_v002_top15,existing_model_audit,D1_CLOSE,False,copied unchanged from source v0.2.2 column is_v002_top15,bool,existing_model_audit_forbidden,FORBIDDEN_AUDIT,model_audit,333,0,0.0,2,False,284,0.852853,False,True,,is_v002_top15,,EXCLUDE_FORBIDDEN,False,False,False,FORBIDDEN_MODEL_FIELD|recognition_score/v004a/v002/v005 禁止作为输入,NO_DIRECT_MODEL_INPUT,True,
d2_trade_date,outcome_audit,POST_D3,False,"标签口径 D2 交易日 (5min 序列, 分钟标签审计用)",str,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,42,2026-07-03,18,0.054054,,,,d2_trade_date,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
d3_trade_date,outcome_audit,POST_D3,False,"标签口径 D3 交易日 (5min 序列, 分钟标签审计用)",str,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,42,2026-07-06,18,0.054054,,,,d3_trade_date,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
d2_open,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column d2_open,float64,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,317,8.28,3,0.009009,1.31,598.0,,d2_open,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
d2_high,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column d2_high,float64,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,320,8.58,3,0.009009,1.45,600.0,,d2_high,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
d2_low,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column d2_low,float64,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,319,8.58,2,0.006006,1.29,565.0,,d2_low,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
d2_close,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column d2_close,float64,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,321,4.03,2,0.006006,1.33,575.0,,d2_close,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
d3_high,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column d3_high,float64,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,325,5.04,2,0.006006,1.36,582.0,,d3_high,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
d3_low,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column d3_low,float64,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,323,31.9,2,0.006006,1.26,533.0,,d3_low,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
d3_close,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column d3_close,float64,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,324,8.75,2,0.006006,1.28,543.0,,d3_close,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
d2open_to_d3high_return,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column d2open_to_d3high_return,float64,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,332,0.1,2,0.006006,-0.2445575346338705,0.2799043062200959,,d2open_to_d3high_return,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
d2open_to_d3close_return,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column d2open_to_d3close_return,float64,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,333,-0.0527704485488127,1,0.003003,-0.2951653944020356,0.2784688995215312,,d2open_to_d3close_return,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
target7_d2open_d3high,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column target7_d2open_d3high,bool,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,2,False,233,0.6997,False,True,,target7_d2open_d3high,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
tail_loss_5pct,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column tail_loss_5pct,bool,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,2,False,237,0.711712,False,True,,tail_loss_5pct,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
future_data_status,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column future_data_status,str,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,1,complete,333,1.0,,,,future_data_status,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
last_board_date,identifier,D1_CLOSE,False,"D0 最后连板日 (断板前最后一个交易日, v0.2.2 来源)",str,identifier,FORBIDDEN_AUDIT,identifier,333,0,0.0,42,2026-07-01,18,0.054054,,,,last_board_date,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|IDENTIFIER,NO_DIRECT_MODEL_INPUT,True,
break_day_in_pool,d1_feature,D1_CLOSE,True,copied unchanged from source v0.2.2 column break_day_in_pool,bool,binary,POOL_MEMBERSHIP,binary,333,0,0.0,2,False,317,0.951952,False,True,,break_day_in_pool,,PRIMARY_RAW,True,False,False,BINARY|DEFAULT_PRIMARY,RAW_BINARY,True,
last_board_day_in_pool,d0_feature,D0_CLOSE,True,copied unchanged from source v0.2.2 column last_board_day_in_pool,bool,binary,POOL_MEMBERSHIP,binary,333,0,0.0,2,True,324,0.972973,False,True,,last_board_day_in_pool,,SENSITIVITY_RAW,False,True,False,BINARY|BINARY_MINORITY_LT_10,RAW_BINARY,True,
pool_consecutive_count_last_board,d0_feature,D0_CLOSE,True,copied unchanged from source v0.2.2 column pool_consecutive_count_last_board,float64,ordinal_count,POOL_MEMBERSHIP,count,324,9,0.027027,3,2.0,255,0.765766,1.0,3.0,,pool_consecutive_count_last_board,,SENSITIVITY_RAW,False,True,False,MISSING_LE_15PCT,RAW_ORDINAL,True,
v004a_score_source,existing_model_audit,D1_CLOSE,False,copied unchanged from source v0.2.2 column v004a_score_source,str,existing_model_audit_forbidden,FORBIDDEN_AUDIT,model_audit,241,92,0.276276,4,grid_v2_walk_forward,122,0.366366,,,,v004a_score_source,,EXCLUDE_FORBIDDEN,False,False,False,FORBIDDEN_MODEL_FIELD|recognition_score/v004a/v002/v005 禁止作为输入,NO_DIRECT_MODEL_INPUT,True,
stage_group,provenance,D1_CLOSE,False,copied unchanged from source v0.2.2 column stage_group,str,provenance,FORBIDDEN_AUDIT,provenance,333,0,0.0,1,d0,333,1.0,,,,stage_group,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|PROVENANCE,NO_DIRECT_MODEL_INPUT,True,
post_day,provenance,D1_CLOSE,False,copied unchanged from source v0.2.2 column post_day,float64,provenance,FORBIDDEN_AUDIT,provenance,0,333,1.0,0,,0,0.0,,,,post_day,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|PROVENANCE,NO_DIRECT_MODEL_INPUT,True,
training_stage_feature,provenance,D1_CLOSE,False,copied unchanged from source v0.2.2 column training_stage_feature,str,provenance,FORBIDDEN_AUDIT,provenance,333,0,0.0,1,stage_group,333,1.0,,,,training_stage_feature,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|PROVENANCE,NO_DIRECT_MODEL_INPUT,True,
d1_bar_count,data_quality,D1_CLOSE,False,copied unchanged from source v0.2.2 column d1_bar_count,int64,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,1,48,333,1.0,48,48,,d1_bar_count,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d2_bar_count,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d2_bar_count,int64,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,2,48,332,0.996997,43,48,,d2_bar_count,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d3_bar_count,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d3_bar_count,int64,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,2,48,332,0.996997,42,48,,d3_bar_count,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d1_first_bar_time,data_quality,D1_CLOSE,False,copied unchanged from source v0.2.2 column d1_first_bar_time,str,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,1,09:35,333,1.0,,,,d1_first_bar_time,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d2_first_bar_time,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d2_first_bar_time,str,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,1,09:35,333,1.0,,,,d2_first_bar_time,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d3_first_bar_time,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d3_first_bar_time,str,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,1,09:35,333,1.0,,,,d3_first_bar_time,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d1_last_bar_time,data_quality,D1_CLOSE,False,copied unchanged from source v0.2.2 column d1_last_bar_time,str,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,1,15:00,333,1.0,,,,d1_last_bar_time,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d2_last_bar_time,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d2_last_bar_time,str,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,1,15:00,333,1.0,,,,d2_last_bar_time,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d3_last_bar_time,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d3_last_bar_time,str,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,1,15:00,333,1.0,,,,d3_last_bar_time,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d1_expected_bar_count,data_quality,D1_CLOSE,False,copied unchanged from source v0.2.2 column d1_expected_bar_count,int64,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,1,48,333,1.0,48,48,,d1_expected_bar_count,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d2_expected_bar_count,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d2_expected_bar_count,int64,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,1,48,333,1.0,48,48,,d2_expected_bar_count,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d3_expected_bar_count,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d3_expected_bar_count,int64,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,1,48,333,1.0,48,48,,d3_expected_bar_count,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d1_minute_complete,data_quality,D1_CLOSE,False,copied unchanged from source v0.2.2 column d1_minute_complete,bool,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,1,True,333,1.0,True,True,,d1_minute_complete,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d2_minute_complete,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d2_minute_complete,bool,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,2,True,332,0.996997,False,True,,d2_minute_complete,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d3_minute_complete,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d3_minute_complete,bool,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,2,True,332,0.996997,False,True,,d3_minute_complete,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d2_daily_minute_open_diff,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d2_daily_minute_open_diff,float64,data_quality,FORBIDDEN_AUDIT,data_quality,331,2,0.006006,2,0.0,330,0.990991,0.0,0.0099999999999997,,d2_daily_minute_open_diff,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d3_daily_minute_high_diff,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d3_daily_minute_high_diff,float64,data_quality,FORBIDDEN_AUDIT,data_quality,280,53,0.159159,1,0.0,280,0.840841,0.0,0.0,,d3_daily_minute_high_diff,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d3_daily_minute_close_diff,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d3_daily_minute_close_diff,float64,data_quality,FORBIDDEN_AUDIT,data_quality,280,53,0.159159,2,0.0,279,0.837838,0.0,2.6700000000000017,,d3_daily_minute_close_diff,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
expected_d2_date,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column expected_d2_date,str,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,42,2026-07-03,18,0.054054,,,,expected_d2_date,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
actual_d2_date,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column actual_d2_date,str,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,42,2026-07-03,18,0.054054,,,,actual_d2_date,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
expected_d3_date,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column expected_d3_date,str,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,42,2026-07-06,18,0.054054,,,,expected_d3_date,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
actual_d3_date,outcome_audit,POST_D3,False,copied unchanged from source v0.2.2 column actual_d3_date,str,outcome_audit,FORBIDDEN_AUDIT,outcome_audit,333,0,0.0,42,2026-07-06,18,0.054054,,,,actual_d3_date,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|OUTCOME_AUDIT,NO_DIRECT_MODEL_INPUT,True,
d2_date_shift_reason,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d2_date_shift_reason,str,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,2,none,332,0.996997,,,,d2_date_shift_reason,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
d3_date_shift_reason,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column d3_date_shift_reason,str,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,2,none,332,0.996997,,,,d3_date_shift_reason,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
suspension_proof_status,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column suspension_proof_status,str,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,2,not_applicable,332,0.996997,,,,suspension_proof_status,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
label_quality_ok,data_quality,POST_D3,False,copied unchanged from source v0.2.2 column label_quality_ok,bool,data_quality,FORBIDDEN_AUDIT,data_quality,333,0,0.0,2,True,332,0.996997,False,True,,label_quality_ok,,AUDIT_ONLY,False,False,False,NOT_STAGE1_ALLOWED|DATA_QUALITY,NO_DIRECT_MODEL_INPUT,True,
