signal_date,feature,count,target7_rate,top_quantile_target7_rate,bottom_quantile_target7_rate,quantile_rate_spread,corr_target7,direction_hint
2026-06-18,invalid_distance_pct,210,0.37142857142857144,0.38095238095238093,0.38095238095238093,0.0,-0.007272025157697819,flat
2026-06-23,invalid_distance_pct,91,0.43956043956043955,0.5263157894736842,0.42105263157894735,0.10526315789473684,0.04516257273700707,higher_better
2026-06-24,invalid_distance_pct,155,0.27741935483870966,0.1935483870967742,0.22580645161290322,-0.03225806451612903,0.026715004315309782,lower_better
2026-06-25,invalid_distance_pct,215,0.20465116279069767,0.18604651162790697,0.20930232558139536,-0.023255813953488386,0.00632250777072953,lower_better
2026-06-08,low_absorb_width_pct,48,0.22916666666666666,0.2,0.3,-0.09999999999999998,-0.2935051791338473,lower_better
2026-06-09,low_absorb_width_pct,35,0.37142857142857144,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.07806368807554236,higher_better
2026-06-10,low_absorb_width_pct,118,0.2966101694915254,0.20833333333333334,0.375,-0.16666666666666666,-0.09606814893001951,lower_better
2026-06-11,low_absorb_width_pct,171,0.3216374269005848,0.34285714285714286,0.42857142857142855,-0.08571428571428569,-0.10542472255401292,lower_better
2026-06-12,low_absorb_width_pct,174,0.5229885057471264,0.5142857142857142,0.4857142857142857,0.028571428571428525,-0.055057868293233954,higher_better
2026-06-15,low_absorb_width_pct,66,0.15151515151515152,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.05803762987931133,higher_better
2026-06-16,low_absorb_width_pct,96,0.4375,0.3,0.4,-0.10000000000000003,-0.07865379422015994,lower_better
2026-06-17,low_absorb_width_pct,169,0.3609467455621302,0.2647058823529412,0.35294117647058826,-0.08823529411764708,-0.052808701979487165,lower_better
2026-06-18,low_absorb_width_pct,210,0.37142857142857144,0.38095238095238093,0.38095238095238093,0.0,-0.007272025157697819,flat
2026-06-23,low_absorb_width_pct,91,0.43956043956043955,0.5263157894736842,0.42105263157894735,0.10526315789473684,0.04516257273700707,higher_better
2026-06-24,low_absorb_width_pct,155,0.27741935483870966,0.1935483870967742,0.22580645161290322,-0.03225806451612903,0.026715004315309782,lower_better
2026-06-25,low_absorb_width_pct,215,0.20465116279069767,0.18604651162790697,0.20930232558139536,-0.023255813953488386,0.00632250777072953,lower_better
2026-06-08,support_score,48,0.22916666666666666,0.26666666666666666,0.3157894736842105,-0.049122807017543846,-0.07944238576328744,lower_better
2026-06-09,support_score,35,0.37142857142857144,0.5555555555555556,0.3076923076923077,0.24786324786324787,0.0785525091779572,higher_better
2026-06-10,support_score,118,0.2966101694915254,0.25925925925925924,0.2391304347826087,0.020128824476650542,0.03531884317401077,higher_better
2026-06-11,support_score,171,0.3216374269005848,0.47619047619047616,0.23684210526315788,0.23934837092731828,0.22122309027864312,higher_better
2026-06-12,support_score,174,0.5229885057471264,0.25,0.6153846153846154,-0.3653846153846154,-0.31366478203373527,lower_better
2026-06-15,support_score,66,0.15151515151515152,0.16666666666666666,0.05263157894736842,0.11403508771929824,0.10453625769884431,higher_better
2026-06-16,support_score,96,0.4375,0.4473684210526316,0.42857142857142855,0.018796992481203034,-0.014557901538945218,higher_better
2026-06-17,support_score,169,0.3609467455621302,0.30612244897959184,0.2571428571428571,0.048979591836734726,0.09715463561820567,higher_better
2026-06-18,support_score,210,0.37142857142857144,0.39215686274509803,0.21428571428571427,0.17787114845938376,0.10348095416378468,higher_better
2026-06-23,support_score,91,0.43956043956043955,0.39285714285714285,0.5,-0.10714285714285715,-0.0486353037189778,lower_better
2026-06-24,support_score,155,0.27741935483870966,0.2807017543859649,0.3939393939393939,-0.11323763955342903,-0.1477272530513623,lower_better
2026-06-25,support_score,215,0.20465116279069767,0.2,0.15217391304347827,0.04782608695652174,0.05776823783132061,higher_better
2026-06-08,theme_score,48,0.22916666666666666,0.23076923076923078,0.22857142857142856,0.0021978021978022177,-0.10669041477140967,higher_better
2026-06-09,theme_score,35,0.37142857142857144,0.29411764705882354,0.4444444444444444,-0.15032679738562088,-0.06346542783360622,lower_better
2026-06-10,theme_score,118,0.2966101694915254,0.26153846153846155,0.33962264150943394,-0.07808417997097239,-0.10162277520144453,lower_better
2026-06-11,theme_score,171,0.3216374269005848,0.34615384615384615,0.2835820895522388,0.06257175660160735,0.05165075076704693,higher_better
2026-06-12,theme_score,174,0.5229885057471264,0.5666666666666667,0.42592592592592593,0.14074074074074072,0.09922728981717281,higher_better
2026-06-15,theme_score,66,0.15151515151515152,0.20689655172413793,0.10810810810810811,0.09878844361602981,0.19114699832823526,higher_better
2026-06-16,theme_score,96,0.4375,0.4861111111111111,0.2916666666666667,0.19444444444444442,0.23947413909208773,higher_better
2026-06-17,theme_score,169,0.3609467455621302,0.41379310344827586,0.24528301886792453,0.16851008458035133,0.17401277878316632,higher_better
2026-06-18,theme_score,210,0.37142857142857144,0.4050632911392405,0.2692307692307692,0.13583252190847128,0.10364865682894984,higher_better
2026-06-23,theme_score,91,0.43956043956043955,0.4807692307692308,0.38461538461538464,0.09615384615384615,0.13288975733236602,higher_better
2026-06-24,theme_score,155,0.27741935483870966,0.32323232323232326,0.19642857142857142,0.12680375180375184,0.10497177578024612,higher_better
2026-06-25,theme_score,215,0.20465116279069767,0.20134228187919462,0.21212121212121213,-0.01077893024201751,0.04655118804164538,lower_better
2026-06-08,total_score,48,0.22916666666666666,0.6,0.2,0.39999999999999997,0.39907141638683474,higher_better
2026-06-09,total_score,35,0.37142857142857144,0.5714285714285714,0.625,-0.0535714285714286,-0.07887710843198585,lower_better
2026-06-10,total_score,118,0.2966101694915254,0.375,0.2916666666666667,0.08333333333333331,0.030119463894628915,higher_better
2026-06-11,total_score,171,0.3216374269005848,0.5,0.22857142857142856,0.27142857142857146,0.1779598928652195,higher_better
