event_id,signal_date,code,board_group,stage1_score,stage1_rank,top1,top2,top3,d2_date,d3_date,d2_open_daily,d3_high_daily,target7,positive_non_target,loss,severe_loss,raw_repair_return,capped_return_7
002969_2026-07-29,2026-07-29,002969,BOARD2,0.576822854471,2,False,True,True,2026-07-30,2026-07-31,12.45,12.99,0,1,0,0,0.0433734939759,0.0433734939759
002173_2026-07-29,2026-07-29,002173,BOARD2,0.572584733359,3,False,False,True,2026-07-30,2026-07-31,20.18,20.49,0,1,0,0,0.0153617443013,0.0153617443013
002309_2026-07-29,2026-07-29,002309,BOARD2,0.5696448545,4,False,False,False,2026-07-30,2026-07-31,3.21,3.25,0,1,0,0,0.01246105919,0.01246105919
603358_2026-07-29,2026-07-29,603358,BOARD2,0.565946226858,5,False,False,False,2026-07-30,2026-07-31,40.19,38.28,0,0,1,0,-0.0475242597661,-0.0475242597661
002310_2026-07-29,2026-07-29,002310,BOARD2,0.56174532524,6,False,False,False,2026-07-30,2026-07-31,2.58,2.53,0,0,1,0,-0.0193798449612,-0.0193798449612
600775_2026-07-29,2026-07-29,600775,BOARD2,0.554708802155,7,False,False,False,2026-07-30,2026-07-31,9.43,9.88,0,1,0,0,0.0477200424178,0.0477200424178
603389_2026-07-29,2026-07-29,603389,BOARD2,0.551692382426,8,False,False,False,2026-07-30,2026-07-31,43.39,43.2,0,0,1,0,-0.00437888914496,-0.00437888914496
000566_2026-07-29,2026-07-29,000566,BOARD2,0.551070227296,9,False,False,False,2026-07-30,2026-07-31,5.45,6.01,1,0,0,0,0.102752293578,0.07
603716_2026-07-29,2026-07-29,603716,BOARD2,0.5456798573,10,False,False,False,2026-07-30,2026-07-31,15.66,15.94,0,1,0,0,0.0178799489144,0.0178799489144
603580_2026-07-30,2026-07-30,603580,BOARD2,0.584406826064,1,True,True,True,2026-07-31,2026-08-03,50.6,52.89,0,1,0,0,0.045256916996,0.045256916996
002199_2026-07-30,2026-07-30,002199,BOARD2,0.580555787015,2,False,True,True,2026-07-31,2026-08-03,13.17,13.39,0,1,0,0,0.0167046317388,0.0167046317388
600693_2026-07-30,2026-07-30,600693,BOARD2,0.56998237917,3,False,False,True,2026-07-31,2026-08-03,8.27,9.51,1,0,0,0,0.149939540508,0.07
001358_2026-07-30,2026-07-30,001358,BOARD3,0.562684647835,4,False,False,False,2026-07-31,2026-08-03,24.77,24.97,0,1,0,0,0.00807428340735,0.00807428340735
603400_2026-07-30,2026-07-30,603400,BOARD2,0.558485073811,5,False,False,False,2026-07-31,2026-08-03,43.9,42.01,0,0,1,0,-0.0430523917995,-0.0430523917995
000428_2026-07-30,2026-07-30,000428,BOARD3,0.556015392529,6,False,False,False,2026-07-31,2026-08-03,3.78,4.08,1,0,0,0,0.0793650793651,0.07
002212_2026-07-30,2026-07-30,002212,BOARD2,0.543375351838,7,False,False,False,2026-07-31,2026-08-03,6.11,6.73,1,0,0,0,0.10147299509,0.07
002882_2026-07-31,2026-07-31,002882,BOARD2,0.594846391577,1,True,True,True,2026-08-03,2026-08-04,21.63,24.8,1,0,0,0,0.146555709663,0.07
600228_2026-07-31,2026-07-31,600228,BOARD2,0.578957458511,2,False,True,True,2026-08-03,2026-08-04,7.35,7.83,0,1,0,0,0.065306122449,0.065306122449
605388_2026-07-31,2026-07-31,605388,BOARD2,0.566306571076,3,False,False,True,2026-08-03,2026-08-04,5.9,6.14,0,1,0,0,0.0406779661017,0.0406779661017
603556_2026-07-31,2026-07-31,603556,BOARD2,0.56030206126,4,False,False,False,2026-08-03,2026-08-04,26.53,27.06,0,1,0,0,0.0199773840935,0.0199773840935
601003_2026-07-31,2026-07-31,601003,BOARD2,0.543738967198,5,False,False,False,2026-08-03,2026-08-04,4.02,4.02,0,1,0,0,0,0
