event_id,code,signal_date,board_streak_before_break,source_window,break_date,board_streak_is_3,max_board_streak_20d,recent_limit_up_count_10d,recent_limit_up_count_20d,recent_pool_appearance_count_10d,recent_pool_appearance_count_20d,board_day_volume_rank,break_open_return,break_high_return,break_close_return,break_touched_limit_up,break_opened_from_limit_up,break_upper_shadow_ratio,break_lower_shadow_ratio,d1_high_to_close_drawdown_raw,d1_low_to_close_recovery,d1_open_to_close_return_raw,d1_close_location,d1_intraday_range,d1_afternoon_return,d1_last_hour_return,break_volume_ratio_vs_board_days,d1_up_bar_volume_ratio,down_bar_volume_ratio,volume_above_d1_close_ratio,amount_above_d1_close_ratio,high_zone_volume_ratio,high_zone_amount_ratio,late_day_sell_volume_ratio,late_day_sell_amount_ratio,d1_close_to_vwap_raw,d1_close_to_ma5_raw,d1_low_to_ma5_raw,d1_high_to_ma5_raw,d1_close_to_ma10_raw,d1_low_to_ma10_raw,d1_close_to_ma20,d1_ma5_slope,d1_ma10_slope,d1_ma20_slope,d1_close_above_ma5,d1_close_above_ma10,d1_true_reclaim_ma5,d1_true_reclaim_ma10,consecutive_days_below_ma5,consecutive_days_below_ma10,break_day_in_pool,last_board_day_in_pool,pool_consecutive_count_last_board,recent_7d_cumulative_return,recent_7d_max_drawdown,recent_7d_close_position,recent_7d_limit_up_count,target7_daily_d2open_d3high,tail_loss_daily_5pct,dev_label_complete,dev_feature_source_complete,dev_training_eligible,structural_missing_count,source_missing_count,unexpected_missing_count,provenance,pairwise_v1_feature_source_complete,pairwise_v1_training_eligible
002806_2026-06-01,002806,2026-06-01,2,june,2026-06-01,0,2,3,3,3,3,20.0,0.042725797728502,0.10005408328826393,-0.0005408328826391751,1,0,0.5668449197860953,0.005347593582888534,0.0914454277286135,0.0005414185165133,-0.04149377593361,0.0053475935828885,0.1011357490535425,-0.0227392913802221,-0.019108280254777,2.1176703177213905,0.4776582562468406,0.4463962627905618,1.0,1.0,0.3825019415468463,0.3932878916756516,0.0945416973725728,0.0901105603758487,-0.052066458192178,0.0882110469909316,0.0876221881992698,0.1977387822400189,0.1272416737830914,0.1266316945223862,0.1846153846153846,0.024122542515981,0.0227712271507891,0.014106481180523822,1,1,0,0,0,0,0,1,2.0,0.1006551518761167,0.1553072625698323,0.6436781609195403,3,1,0,1,1,1,0,0,0,v002:event_id=002806_2026-06-01;pool_window=complete;rank_denominator=full_pool,True,True
600110_2026-06-01,600110,2026-06-01,2,june,2026-06-01,0,2,2,2,2,2,6.0,-0.0039494470774091,0.04186413902053698,-0.02290679304897325,0,0,0.5858585858585859,0.1717171717171716,0.0621683093252464,0.0089722675367046,-0.0190325138778747,0.1182795698924725,0.0734597156398104,-0.0111910471622702,-0.0016142050040356,1.2262103451787827,0.5115441706255693,0.4357933961259159,0.8535128051591976,0.8570578968840438,0.0,0.0,0.0701332696870797,0.0684396288407293,-0.0202361129507238,0.0698841030963501,0.0551807645736031,0.1408060889119529,0.1583481599400693,0.1424290663919842,0.1520372526193245,0.0412463976945243,0.0226968013790462,0.006467638374654472,1,1,0,0,0,0,0,1,2.0,0.2394789579158316,0.072300469483568,0.794486215538847,2,0,0,1,1,1,0,0,0,v002:event_id=600110_2026-06-01;pool_window=complete;rank_denominator=full_pool,True,True
603324_2026-06-01,603324,2026-06-01,2,june,2026-06-01,0,2,3,3,3,3,40.0,-0.0376202974628171,0.02012248468941369,-0.041411490230387926,0,0,0.7471698113207539,0.20377358490566017,0.0584359782297335,0.0160741885625964,-0.003939393939394,0.2031249999999988,0.074657334499854,0.0070465686274507,-0.0009118541033434,1.4169868628096753,0.5127674322270876,0.4507519763978889,0.8952584011759736,0.8968414869290735,0.0,0.0,0.1109324011491153,0.1099860963951877,-0.0117331467576421,0.050361091583051,0.033105387614239,0.117786157090816,0.0644430051813469,0.0469559585492227,0.1436225732377702,0.0157091853294384,0.0168598524762908,0.013166011597370408,1,1,0,0,0,0,0,1,2.0,0.0780583797966545,0.1893175074183976,0.7245430809399477,2,0,0,1,1,1,0,0,0,v002:event_id=603324_2026-06-01;pool_window=complete;rank_denominator=full_pool,True,True
002608_2026-06-02,002608,2026-06-02,2,june,2026-06-02,0,2,2,2,2,2,11.0,-0.0029644268774703,0.06916996047430835,0.029644268774703608,0,0,0.3636363636363641,0.33636363636363575,0.0369685767097967,0.0709146968139773,0.0327056491575816,0.6330275229357795,0.1077075098814229,0.017578125,0.0276134122287967,1.9944637429439862,0.5533053840215402,0.3797957202885242,0.1151088437363969,0.1161167491355218,0.1011055301517106,0.1047420409650816,0.0227099516318851,0.0227711807504745,0.0170696372844707,0.1250269920103648,0.0494493629885555,0.1682142085942561,0.1949541284403668,0.1146788990825689,0.2342315664791237,0.0491617580425918,0.0202410202410201,0.016862390846130504,1,1,0,0,0,0,0,1,2.0,0.2645631067961165,0.0395256916996046,0.8591549295774646,2,1,0,1,1,1,0,0,0,v002:event_id=002608_2026-06-02;pool_window=complete;rank_denominator=full_pool,True,True
600011_2026-06-02,600011,2026-06-02,2,june,2026-06-02,0,2,2,2,2,2,1.0,-0.0379098360655737,-0.03790983606557374,-0.06864754098360659,0,0,0.0,0.3999999999999986,0.0319488817891374,0.0190582959641255,-0.0319488817891374,0.3617021276595738,0.0481557377049181,-0.0065573770491803,0.0033112582781456,0.9128974427202969,0.222634822878238,0.6719459441490773,0.8701339118828304,0.8713087330059808,0.0504687525033692,0.0511080051905928,0.0788450804438313,0.0786698118998136,-0.0072801077608447,0.0450678316854449,0.0220740400091974,0.079558519199816,0.1282114931115801,0.1033883579496093,0.1695078803473786,0.0376998329754236,0.0160151324085748,0.013694163677861138,1,1,0,0,0,0,0,1,2.0,0.2184986595174263,0.089139344262295,0.7298387096774194,2,0,0,1,1,1,0,0,0,v002:event_id=600011_2026-06-02;pool_window=complete;rank_denominator=full_pool,True,True
000055_2026-06-03,000055,2026-06-03,2,june,2026-06-03,0,2,2,2,2,2,28.0,0.0572792362768495,0.059665871121718395,-0.06205250596658718,0,0,0.018867924528303152,0.037735849056603786,0.1128668171557561,0.0051150895140665,-0.112866817155756,0.0384615384615385,0.1241050119331741,-0.0125628140703517,0.0,2.952816110440253,0.1355905374093907,0.7158048745660451,0.983046557615444,0.983953862935434,0.3596282561087529,0.378723047086601,0.045990152377758,0.0436151248918478,-0.0525747272942923,0.0424403183023871,0.0371352785145888,0.1777188328912466,0.0793737984070312,0.0738808019774788,0.0720130932896891,0.0283687943262413,0.0083079479368595,0.003009575923392349,1,1,0,0,0,0,0,1,2.0,0.1293103448275863,0.0670391061452514,0.5363636363636364,2,0,1,1,1,1,0,0,0,v002:event_id=000055_2026-06-03;pool_window=complete;rank_denominator=full_pool,True,True
001210_2026-06-03,001210,2026-06-03,2,june,2026-06-03,0,2,2,4,2,4,49.0,-0.0504612045577862,0.029571351058057527,-0.02604449267498643,0,0,0.5631868131868143,0.18956043956043891,0.0525204539456321,0.0463421742932088,0.0257142857142855,0.4441340782122897,0.0971242539338035,0.0030734842134674,0.0058840011207621,2.632740943267259,0.6575823490526453,0.3424176509473547,0.4474372412207895,0.455652061900788,0.1056435573688198,0.1092696099181299,0.0977615375172332,0.0964306046440199,-0.0036960133504294,0.083675440714803,0.0356797874909442,0.1455566288336152,0.1551951604080188,0.1040319207130677,0.2370991919226726,0.0460372592358699,0.0158538179916316,0.02536968005229423,1,1,0,0,0,0,0,1,2.0,0.2521799790722008,0.0822784810126582,0.802884615384615,2,0,1,1,1,1,0,0,0,v002:event_id=001210_2026-06-03;pool_window=complete;rank_denominator=full_pool,True,True
002404_2026-06-03,002404,2026-06-03,2,june,2026-06-03,0,2,2,2,2,2,40.0,-0.0283783783783784,0.043243243243243246,0.020270270270270174,0,0,0.26984126984126977,0.1587301587301596,0.022020725388601,0.0603932584269662,0.0500695410292071,0.7166666666666666,0.081081081081081,0.0161507402422611,0.0188933873144399,3.0144608725724735,0.5736039575296094,0.3892262839240871,0.1349594110187003,0.1388174414934148,0.1824674410975471,0.1874785202831403,0.0898108510266189,0.0920804846774569,0.0250748317373248,0.1148848198464262,0.0469580626107501,0.1399881866509154,0.1526717557251908,0.082442748091603,0.1192646949818396,0.0460302749459378,0.0133044554455443,0.002973756598022348,1,1,0,0,0,0,0,1,2.0,0.2118780096308186,0.0613207547169812,0.9028571428571428,2,0,0,1,1,1,0,0,0,v002:event_id=002404_2026-06-03;pool_window=complete;rank_denominator=full_pool,True,True
002421_2026-06-03,002421,2026-06-03,2,june,2026-06-03,0,4,4,8,4,8,1.0,-0.0181086519114688,0.026156941649899457,-0.01810865191146882,0,0,0.6111111111111114,0.3888888888888886,0.0412573673870333,0.0273684210526315,0.0,0.3823529411764704,0.0684104627766599,0.0145530145530146,0.0061855670103092,1.6250595982032174,0.5554404834174349,0.4405633906011401,0.654051326308671,0.6593229036214078,0.0762623435364545,0.078002970319031,0.0826239748476424,0.0819843498526133,-0.0034932719625031,0.0585683297180044,0.0281995661605207,0.1062906724511931,0.0748898678414096,0.0440528634361234,0.2469656317874025,0.0131868131868131,0.0136191114087966,0.025013095861707635,1,1,0,0,0,0,0,1,2.0,0.0494623655913977,0.2441860465116279,0.7777777777777776,2,0,0,1,1,1,0,0,0,v002:event_id=002421_2026-06-03;pool_window=complete;rank_denominator=full_pool,True,True
002579_2026-06-03,002579,2026-06-03,2,june,2026-06-03,0,3,5,5,5,5,10.0,-0.0269749518304432,0.053949903660886145,-0.06310211946050104,0,0,0.5833333333333335,0.1562499999999998,0.1102470265324794,0.0231457127827458,-0.0371287128712871,0.15438596491228,0.1372832369942195,-0.0859962406015037,-0.0221216691804927,1.5127606467573775,0.4614251936644885,0.511504673748728,0.9159959866080092,0.9190166632272708,0.110374949022212,0.117528944419674,0.103269328010179,0.1005945321302244,-0.0303461695933112,0.0299724634611311,0.0061427663630586,0.1586528277907222,0.1723930078360458,0.1452682338758288,0.3009163266671122,0.0317998033001858,0.0409085205170034,0.023130089646205665,1,1,0,0,0,0,0,1,2.0,0.293218085106383,0.1125319693094628,0.7075812274368231,5,0,0,1,1,1,0,0,0,v002:event_id=002579_2026-06-03;pool_window=complete;rank_denominator=full_pool,True,True
600280_2026-06-03,600280,2026-06-03,3,june,2026-06-03,1,3,3,3,3,3,12.0,-0.0310077519379845,0.0852713178294573,0.03100775193798455,0,0,0.36206896551724127,0.22413793103448254,0.0499999999999999,0.0961538461538461,0.064,0.6250000000000001,0.144702842377261,0.0126903553299493,-0.0291970802919708,2.7398780704151573,0.483171731612001,0.4745565911647422,0.4474717137937765,0.4623925057133645,0.3493479199179792,0.3628969138199001,0.0819622233182548,0.0844682641404434,0.0100043691508135,0.1406518010291595,0.0348770726129217,0.2006861063464837,0.2441534144059869,0.1287807920174619,0.2739463601532568,0.0606428138265615,0.0345161290322577,0.013592233009708687,1,1,0,0,0,0,0,1,3.0,0.3617747440273038,0.0718954248366013,0.8455882352941178,3,0,1,1,1,1,0,0,0,v002:event_id=600280_2026-06-03;pool_window=complete;rank_denominator=full_pool,True,True
603045_2026-06-03,603045,2026-06-03,2,june,2026-06-03,0,3,2,5,2,5,47.0,0.0091682168482594,0.07281424395429159,-0.03813446718044122,0,0,0.5328142380422686,0.07119021134594004,0.1018610421836227,0.0086387069806326,-0.0468729427254772,0.0702151755379393,0.1173266011161307,-0.0335113484646195,-0.0088992332968237,1.4729717258826711,0.4978235543861659,0.502176445613834,0.9565886143173836,0.9586304136538886,0.2804962283901215,0.2910002783229634,0.1010448719128637,0.0970011959229183,-0.0432176355748433,0.042963347164592,0.033742508068234,0.1632664822498846,0.0594175325625638,0.0500512220108295,0.0581940972679033,0.0002594033722436,0.0081591100225741,0.015618272785308251,1,1,0,0,0,0,0,1,2.0,0.0692762186115214,0.1692617449664429,0.5570291777188331,2,1,0,1,1,1,0,0,0,v002:event_id=603045_2026-06-03;pool_window=complete;rank_denominator=full_pool,True,True
000700_2026-06-04,000700,2026-06-04,2,june,2026-06-04,0,2,2,2,2,2,10.0,0.0343787696019299,0.10012062726176119,0.07358262967430651,1,0,0.32352941176470434,0.19852941176470565,0.0241228070175437,0.053878034339846,0.0379008746355686,0.6740740740740753,0.0814234016887815,-0.0116601887840089,-0.0039171796306659,1.4129486512525895,0.566423631707555,0.3483253017204191,0.5415902226180319,0.5515205905139966,0.5158707396567254,0.5257224055746245,0.0977138516794238,0.0982809163511638,0.0046305396076073,0.1509116772274668,0.0914263545842493,0.1793611793611793,0.1601381737600209,0.1001759760151208,0.2114612400462805,0.0431674086065021,0.0179803609341826,0.014639872936951903,1,1,0,0,0,0,0,1,2.0,0.1710526315789475,0.1574074074074073,0.9041394335511987,2,0,1,1,1,1,0,0,0,v002:event_id=000700_2026-06-04;pool_window=complete;rank_denominator=full_pool,True,True
002137_2026-06-04,002137,2026-06-04,2,june,2026-06-04,0,2,2,2,2,2,30.0,-0.0182692307692307,0.09615384615384626,0.013461538461538414,0,0,0.6564885496183213,0.09160305343511523,0.0746268656716419,0.0363815142576203,0.0323212536728696,0.3032786885245894,0.1173076923076923,-0.0222634508348794,-0.0112570356472796,4.0720092314220215,0.6695709729588737,0.2669018635274926,0.7930702480259885,0.7959704606574638,0.0901697209866793,0.0945142013686918,0.0541654178230939,0.0531250702711127,-0.0101409562428367,0.1101748472719612,0.062776490414999,0.2007583737097114,0.150655021834061,0.1015283842794758,0.1842696629213482,0.0342047930283222,0.0209540793580027,0.011996133947353327,1,1,0,0,0,0,0,1,2.0,0.1856017997750279,0.093612334801762,0.7287066246056778,2,0,0,1,1,1,0,0,0,v002:event_id=002137_2026-06-04;pool_window=complete;rank_denominator=full_pool,True,True
600121_2026-06-04,600121,2026-06-04,3,june,2026-06-04,1,3,3,3,3,3,3.0,0.0,0.09841827768014055,0.0017574692442881013,1,0,0.7971014492753616,0.1884057971014503,0.0879999999999999,0.021505376344086,0.0017574692442881,0.1791044776119404,0.117750439367311,-0.0731707317073171,-0.0404040404040404,1.5184902866103318,0.4946796872044604,0.4988279539274294,0.9164107457100128,0.9192847609892606,0.1418097995677504,0.1489615075314701,0.1289025694254435,0.1272700699816933,-0.0283756982277438,0.1163337250293772,0.0889150019584801,0.2240501370936154,0.2300388433318949,0.199827362969357,0.2897386582192556,0.0646371976647204,0.0376175548589339,0.01761455215288965,1,1,0,0,0,0,0,1,3.0,0.3701923076923077,0.04642166344294,0.7522522522522523,3,0,1,1,1,1,0,0,0,v002:event_id=600121_2026-06-04;pool_window=complete;rank_denominator=full_pool,True,True
600487_2026-06-04,600487,2026-06-04,2,june,2026-06-04,0,2,2,2,2,2,16.0,0.0171716066936453,0.08268620802799953,0.0704363994312589,0,0,0.16995447647951323,0.09104704097116773,0.0112143867447969,0.0523655913978495,0.0523655913978495,0.8143812709030103,0.0654052280433118,0.0080337830878567,0.0059615582279781,2.031192883843533,0.5939860209614963,0.4060139790385036,0.2010582720741079,0.2031400717612968,0.5626346143024433,0.5666458553408266,0.0621818420209348,0.0626943652990504,0.0094857275387643,0.1511409080216419,0.0868031051517288,0.1643142789931779,0.2545184197708106,0.1844027994975261,0.2880343230153719,0.0688692766085843,0.0371857425847879,0.01462841424250727,1,1,0,0,0,0,0,1,2.0,0.4248071043820063,0.0835195530726255,0.9664369193886728,2,0,0,1,1,1,0,0,0,v002:event_id=600487_2026-06-04;pool_window=complete;rank_denominator=full_pool,True,True
600936_2026-06-04,600936,2026-06-04,2,june,2026-06-04,0,2,2,5,2,5,5.0,-0.021505376344086,0.02304147465437789,-0.05222734254992323,0,0,0.5272727272727276,0.10909090909090842,0.0721804511278196,0.0081699346405228,-0.031397174254317,0.094339622641509,0.0814132104454685,-0.0032310177705978,-0.0016181229773462,1.2738327512646903,0.1947186729890795,0.7748733394833829,0.8168061799253781,0.8204932099000727,0.0,0.0,0.120890501008937,0.1186016032064646,-0.0186745927553857,0.0532604984636395,0.0430180949129397,0.1369067941276887,0.0659986178299931,0.0556323427781619,0.1047448522829008,0.0255602240896357,0.0066086956521738,0.013335752517463328,1,1,0,0,0,0,0,1,2.0,0.1447124304267162,0.128813559322034,0.6776315789473684,2,0,1,1,1,1,0,0,0,v002:event_id=600936_2026-06-04;pool_window=complete;rank_denominator=full_pool,True,True
603311_2026-06-04,603311,2026-06-04,2,june,2026-06-04,0,3,2,5,2,5,38.0,0.0,0.04772060783790977,0.02719274860037335,0,0,0.27499999999999886,0.3607142857142854,0.0158365261813537,0.0556164383561644,0.0271927486003733,0.7660377358490574,0.0706478272460676,0.0201217897802488,0.0054801670146138,0.9713476646481828,0.4969110892629169,0.4834597756810033,0.3665458494137673,0.369970515173167,0.3585141923586756,0.362700096161951,0.0683131074490928,0.0684943647488184,0.0075075514862248,0.1246351430239345,0.0653823701109164,0.1471103327495619,0.1986684917869587,0.1355151816824291,0.3811768501424908,0.04918233600784,0.0233357740918784,0.03613943209463866,1,1,0,0,0,0,0,1,2.0,0.2754054948692486,0.095106186518929,0.930253623188406,2,0,0,1,1,1,0,0,0,v002:event_id=603311_2026-06-04;pool_window=complete;rank_denominator=full_pool,True,True
001896_2026-06-05,001896,2026-06-05,2,june,2026-06-05,0,2,2,4,2,4,7.0,0.0416478044363965,0.08827523766410139,-0.10004526935264835,0,0,0.24759615384615324,0.0,0.1720116618075802,0.0,-0.1360278139939158,0.0,0.186962426437302,-0.0596026490066226,-0.0192402565367538,1.617238004179077,0.3841991102744863,0.5921827113492566,1.0,1.0,0.184687570379802,0.199906137124519,0.089973832646921,0.0827276647718584,-0.086199215279808,0.0148034711587545,0.0148034711587545,0.2271567126084739,0.1092511996428968,0.1092511996428968,0.1670090989140003,0.0371664548919947,0.023529411764706,0.010289713252083388,1,1,0,0,0,0,0,1,2.0,0.267049075844487,0.1180596142606662,0.5517241379310345,2,1,0,1,1,1,0,0,0,v002:event_id=001896_2026-06-05;pool_window=complete;rank_denominator=full_pool,True,True
002787_2026-06-05,002787,2026-06-05,2,june,2026-06-05,0,2,2,4,2,4,31.0,-0.0223537146614071,-0.014135437212360435,-0.0854700854700855,0,0,0.10330578512396701,0.10330578512396701,0.0645595158036314,0.0087019579405366,-0.0645595158036314,0.111111111111112,0.0710059171597633,-0.0089063056644104,-0.0050071530758226,1.2446459164026138,0.3524344490910834,0.5905881161218052,0.8241987414243028,0.8273125350076092,0.0,0.0,0.1211649951085111,0.119191730843184,-0.0160212567960144,0.0243004418262149,0.0150957290132547,0.1041973490427097,0.06272442508977,0.0531744212697686,0.0625417740857443,0.0223594067605212,0.0051451389955459,0.009504164096236778,1,1,0,0,0,0,0,1,2.0,0.0983024082116068,0.0936883629191322,0.6153846153846153,2,0,0,1,1,1,0,0,0,v002:event_id=002787_2026-06-05;pool_window=complete;rank_denominator=full_pool,True,True
600255_2026-06-05,600255,2026-06-05,3,june,2026-06-05,1,3,3,3,3,3,2.0,-0.0683229813664596,-0.01242236024844734,-0.07039337474120078,0,0,0.8709677419354835,0.09677419354838802,0.0567226890756301,0.0044742729306488,-0.0022222222222221,0.0689655172413808,0.0600414078674948,-0.0344086021505376,-0.0088300220750552,1.9816378292183265,0.5183791441776886,0.3796630445717968,0.9740706486450704,0.9746381892208184,0.1311403311008719,0.1339315453139276,0.1495584782070567,0.1468634536757792,-0.0205892263462509,0.0525082044069387,0.0454758556024379,0.1181434599156117,0.1287078934137757,0.1211664152840623,0.1839156229400134,0.0466143277723258,0.0223592906707787,0.009449028480170263,1,1,0,0,0,0,0,1,3.0,0.2005347593582886,0.0890052356020942,0.7481481481481482,3,1,0,1,1,1,0,0,0,v002:event_id=600255_2026-06-05;pool_window=complete;rank_denominator=full_pool,True,True
600439_2026-06-05,600439,2026-06-05,2,june,2026-06-05,0,2,2,2,2,2,18.0,-0.017361111111111,-0.01388888888888895,-0.08333333333333326,0,0,0.04761904761904661,0.04761904761904873,0.0671378091872791,0.0,-0.0671378091872791,0.0,0.0659722222222222,-0.0329670329670329,-0.0149253731343284,1.729082846337623,0.1517658804900874,0.5691948770409336,1.0,1.0,0.2988652264390303,0.3066900975922136,0.0996667417055617,0.0970087877897624,-0.0325417867085795,0.0177332305319968,0.0138781804163452,0.0948342328450269,0.0602409638554217,0.0562248995983936,0.043890865954923,0.0228706624605679,0.0080971659919029,-2.220446049250313e-16,1,1,0,0,0,0,0,1,2.0,0.123404255319149,0.0868055555555555,0.6000000000000004,2,0,1,1,1,1,0,0,0,v002:event_id=600439_2026-06-05;pool_window=complete;rank_denominator=full_pool,True,True
600688_2026-06-05,600688,2026-06-05,2,june,2026-06-05,0,2,2,2,2,2,9.0,0.0887573964497041,0.10059171597633143,0.03254437869822491,1,0,0.1290322580645162,0.2580645161290324,0.0618279569892473,0.0234604105571847,-0.0516304347826086,0.2580645161290324,0.0917159763313609,-0.0618279569892472,-0.0359116022099447,6.673723906698289,0.3229474328839378,0.3856661657357476,0.8058550923771403,0.8101327157416932,0.5624710652001291,0.5735126088694885,0.0909774210442373,0.0883333445521062,-0.0395985004034616,0.1265332472562945,0.1007101355713364,0.2007746933505487,0.1890971039182285,0.1618398637137992,0.1824496018973402,0.0523097826086955,0.0230045311955382,0.008370345063204665,1,1,0,0,0,0,0,1,2.0,0.2737226277372262,0.0252707581227436,0.7745098039215687,2,0,0,1,1,1,0,0,0,v002:event_id=600688_2026-06-05;pool_window=complete;rank_denominator=full_pool,True,True
605162_2026-06-05,605162,2026-06-05,2,june,2026-06-05,0,2,2,2,2,2,37.0,0.035405192761605,0.06215578284815093,-0.032258064516129004,0,0,0.22666666666666657,0.20000000000000048,0.0861812778603269,0.025,-0.0653495440729482,0.2054794520547949,0.1148701809598741,-0.0428015564202334,-0.0457719162141194,2.568081679518522,0.554925088108714,0.438030889681083,0.9380318205851816,0.940851997959933,0.2358668950647799,0.2414455365176072,0.1405596424208458,0.1391616437927395,-0.0331257042908679,0.0740482011875656,0.0478519035976248,0.1788333915473279,0.1238008222932847,0.0963910461397898,0.1072602061484451,0.0456537618699779,0.0148354195642095,0.002391265114600305,1,1,0,0,0,0,0,1,2.0,0.2424242424242424,0.1132776230269265,0.6962025316455698,2,0,1,1,1,1,0,0,0,v002:event_id=605162_2026-06-05;pool_window=complete;rank_denominator=full_pool,True,True
000520_2026-06-08,000520,2026-06-08,2,june,2026-06-08,0,2,2,2,2,2,33.0,0.0434782608695651,0.0869565217391306,0.034782608695652195,0,0,0.3773584905660379,0.5471698113207545,0.0460921843687375,0.0648769574944071,-0.0083333333333333,0.5576923076923073,0.1130434782608696,0.0303030303030302,0.0554323725055432,3.2127964260346467,0.5419307604330358,0.4017262856496318,0.6720421076841981,0.6802771733706409,0.1678498303302308,0.1730584809464035,0.0691712382765074,0.0695394403138911,0.003942722621568,0.1258278145695364,0.0572374645222326,0.1825922421948913,0.1983887210473311,0.1253776435045317,0.196430815634033,0.0460168233547748,0.0223938223938224,0.007215189873417627,1,1,0,0,0,0,0,1,2.0,0.3185595567867036,0.0641975308641974,0.8297872340425531,2,0,1,1,1,1,0,0,0,v002:event_id=000520_2026-06-08;pool_window=complete;rank_denominator=full_pool,True,True
003036_2026-06-08,003036,2026-06-08,2,june,2026-06-08,0,2,4,6,4,6,47.0,-0.0149362477231328,-0.00024286581663623963,-0.09532483302975103,0,0,0.14738124238733188,0.04628501827040143,0.0816074950690335,0.0028267599946156,-0.0816074950690335,0.0307467057101015,0.0829386763812993,-0.0414307771487389,-0.0104927613228849,1.1954316700402978,0.3867246215576933,0.5929801060149233,1.0,1.0,0.0,0.0,0.0979170961957486,0.0952027310254596,-0.0354475407080093,0.0134399825878768,0.0082707585156165,0.1199532049189247,0.0520072863860372,0.0466413431803098,0.2758815570892774,0.0074000986679823,0.0268542014065105,0.02804676220993718,1,1,0,0,0,0,0,1,2.0,0.0492957746478872,0.1759755164498851,0.5572476029328822,2,0,0,1,1,1,0,0,0,v002:event_id=003036_2026-06-08;pool_window=complete;rank_denominator=full_pool,True,True
600293_2026-06-08,600293,2026-06-08,2,june,2026-06-08,0,2,2,2,2,2,6.0,-0.0202020202020202,0.101010101010101,0.04292929292929282,1,0,0.4259259259259263,0.1111111111111111,0.0527522935779817,0.0783289817232375,0.0644329896907216,0.566037735849056,0.1338383838383839,-0.0024154589371979,0.0147420147420147,2.4170507071261276,0.5508466331191161,0.3713995795951123,0.487965312725559,0.4981952904318455,0.2422290515525166,0.2501138383369204,0.0361232381776178,0.0366436751615105,0.0055214198316813,0.1296498905908094,0.0448577680525164,0.1925601750547045,0.186099942561746,0.0970706490522688,0.2311819943359665,0.045766590389016,0.0223135642982972,0.013750377757630883,1,1,0,0,0,0,0,1,2.0,0.2906249999999999,0.0942857142857143,0.8067226890756299,2,0,1,1,1,1,0,0,0,v002:event_id=600293_2026-06-08;pool_window=complete;rank_denominator=full_pool,True,True
000068_2026-06-09,000068,2026-06-09,2,june,2026-06-09,0,2,3,3,3,3,16.0,0.017857142857143,0.07653061224489788,-0.03316326530612246,0,0,0.4181818181818175,0.21818181818181845,0.0997624703087885,0.029891304347826,-0.050125313283208,0.2075471698113206,0.135204081632653,-0.0231958762886597,-0.010443864229765,1.7882865889689754,0.3742821696566832,0.5275290437791875,0.8357648516224276,0.8414365439512386,0.0,0.0,0.1380333509423331,0.1338394564802692,-0.0261774122766321,0.0688099266779469,0.0349689791314156,0.1900733220530173,0.1330343796711508,0.0971599402092675,0.1528517110266158,0.0314136125654451,0.0238751147842055,0.006891271056661763,1,1,0,0,0,0,0,1,1.0,0.1993670886075949,0.0637755102040816,0.6160714285714287,2,0,1,1,1,1,0,0,0,v002:event_id=000068_2026-06-09;pool_window=complete;rank_denominator=full_pool,True,True
000517_2026-06-09,000517,2026-06-09,2,june,2026-06-09,0,2,2,2,2,2,15.0,0.0686695278969957,0.07725321888411996,-0.09871244635193133,0,0,0.048780487804877044,0.0,0.1566265060240964,0.0,-0.1566265060240964,0.0,0.1673819742489271,-0.0047393364928909,0.0,2.201090354408965,0.0504917897135509,0.7021374274170578,1.0,1.0,0.0,0.0,0.0,0.0,-0.0604016301119326,0.0144927536231882,0.0144927536231882,0.2125603864734297,0.0611419909044972,0.0611419909044972,0.0700636942675159,0.0176991150442478,0.0117586912065437,0.0005098139179200434,1,1,0,0,0,0,0,1,2.0,0.0769230769230771,0.0987124463519313,0.3970588235294119,2,0,1,1,1,1,0,0,0,v002:event_id=000517_2026-06-09;pool_window=complete;rank_denominator=full_pool,True,True
000759_2026-06-09,000759,2026-06-09,2,june,2026-06-09,0,2,3,4,3,4,10.0,-0.0143540669856458,0.0015948963317384823,-0.03987240829346095,0,0,0.2500000000000011,0.34999999999999887,0.0321543408360128,0.0220713073005093,-0.0258899676375404,0.3939393939393935,0.0526315789473684,0.0083752093802345,0.0083752093802345,1.3772249887445858,0.2968277400603321,0.5876728836216175,0.3858611938980435,0.3857554568844439,0.0,0.0,0.0916361843058431,0.09142438042488,-0.0023237898012925,0.0408022130013829,0.0165975103734439,0.0857538035961273,0.0253789814341678,0.0015329586101173,0.0864464898032846,0.0055632823365785,0.0085895894176259,0.0064480973571883204,1,1,0,0,0,0,0,1,2.0,0.0066889632107021,0.1824104234527687,0.7936507936507933,2,0,1,1,1,1,0,0,0,v002:event_id=000759_2026-06-09;pool_window=complete;rank_denominator=full_pool,True,True
