scope,model,Rank1_mean,Rank1_median,Rank1_p25,Rank1_worst,Rank1_baseline,Rank1_excess,Rank1_target7_precision,Rank1_positive_date_rate,Rank1_negative_date_rate,Rank1_beat_universe,Rank1_dates,Rank2_mean,Rank2_median,Rank2_p25,Rank2_worst,Rank2_baseline,Rank2_excess,Rank2_target7_precision,Rank2_positive_date_rate,Rank2_negative_date_rate,Rank2_beat_universe,Rank2_dates,Rank3_mean,Rank3_median,Rank3_p25,Rank3_worst,Rank3_baseline,Rank3_excess,Rank3_target7_precision,Rank3_positive_date_rate,Rank3_negative_date_rate,Rank3_beat_universe,Rank3_dates,Top2_mean,Top2_median,Top2_p25,Top2_worst,Top2_baseline,Top2_excess,Top2_target7_precision,Top2_positive_date_rate,Top2_negative_date_rate,Top2_beat_universe,Top2_dates,Top3_mean,Top3_median,Top3_p25,Top3_worst,Top3_baseline,Top3_excess,Top3_target7_precision,Top3_positive_date_rate,Top3_negative_date_rate,Top3_beat_universe,Top3_dates,Top1_target7_hit,winner_capture,universe_target7_rate,days_le_minus3,days_le_minus5
LOW,FULL_ORACLE,0.0691615548891,0.07,0.069096692112,0.0659375,0.007922338637,0.0612392162521,0.714285714286,1,0,1,7,0.0483069444932,0.0640412922959,0.037616521561,-0.0109409190372,0.007922338637,0.0403846058562,0.285714285714,0.857142857143,0.142857142857,0.857142857143,7,0.0387918611897,0.047323943662,0.0249518920539,-0.0172839506173,0.007922338637,0.0308695225527,0.142857142857,0.857142857143,0.142857142857,0.857142857143,7,0.0587342496912,0.067020646148,0.0527926357805,0.0286262325934,0.007922338637,0.0508119110542,0.5,1,0,1,7,0.0520867868573,0.0604550786526,0.0435123878716,0.0133228381898,0.007922338637,0.0441644482203,0.380952380952,1,0,0.857142857143,7,0.714285714286,1,0.111451247166,0,0
LOW,UNIVERSE,0.007922338637,,,,0.007922338637,0,0.111451247166,,,,7,0.007922338637,,,,0.007922338637,0,0.111451247166,,,,7,0.007922338637,,,,0.007922338637,0,0.111451247166,,,,7,0.007922338637,,,,0.007922338637,0,0.111451247166,,,,7,0.007922338637,,,,0.007922338637,0,0.111451247166,,,,7,0.111451247166,,0.111451247166,,
MID,CONTROL,0.032761501673,0.0516980613227,0.0234748597324,-0.0793172690763,0.0270959359012,0.00566556577188,0.428571428571,0.857142857143,0.142857142857,0.714285714286,7,0.0405175223794,0.0456747404844,0.0323819182846,-0.036815920398,0.0270959359012,0.0134215864782,0.428571428571,0.857142857143,0.142857142857,0.714285714286,7,-0.00538456358937,-0.0145310435931,-0.0244440925951,-0.0449915110357,0.0270959359012,-0.0324804994905,0.142857142857,0.285714285714,0.714285714286,0.142857142857,7,0.0366395120262,0.0569642857143,0.0219758222402,-0.0298547129695,0.0270959359012,0.00954357612504,0.428571428571,0.857142857143,0.142857142857,0.714285714286,7,0.022631486821,0.0295902563858,0.00638670184359,-0.0025402733304,0.0270959359012,-0.00446444908015,0.333333333333,0.857142857143,0.142857142857,0.571428571429,7,0.428571428571,0.47619047619,0.350907029478,0,0
MID,FULL_RERANKER,0.0201166471415,0.0439285714286,-0.0168973861809,-0.0793172690763,0.0270959359012,-0.00697928875965,0.428571428571,0.714285714286,0.285714285714,0.571428571429,7,0.0150344499168,0.0451559934319,-0.0014475588893,-0.12269446672,0.0270959359012,-0.0120614859843,0.285714285714,0.714285714286,0.285714285714,0.571428571429,7,0.0194470368763,0.012037037037,-0.0204581339338,-0.0449915110357,0.0270959359012,-0.0076488990249,0.428571428571,0.571428571429,0.428571428571,0.428571428571,7,0.0175755485292,0.0365105740181,-0.0280033370085,-0.0298547129695,0.0270959359012,-0.009520387372,0.357142857143,0.571428571429,0.428571428571,0.571428571429,7,0.0181993779782,0.00934321233352,0.00466444199435,0.00343019135367,0.0270959359012,-0.00889655792297,0.380952380952,1,0,0.428571428571,7,0.428571428571,0.52380952381,0.350907029478,0,0
MID,VETO_ONLY,0.0201166471415,0.0439285714286,-0.0168973861809,-0.0793172690763,0.0270959359012,-0.00697928875965,0.428571428571,0.714285714286,0.285714285714,0.571428571429,7,0.0425622308768,0.0456747404844,0.0323819182846,-0.0225029609159,0.0270959359012,0.0154662949757,0.428571428571,0.857142857143,0.142857142857,0.714285714286,7,-0.0100169124905,-0.0145310435931,-0.035688367655,-0.12269446672,0.0270959359012,-0.0371128483917,0.142857142857,0.428571428571,0.571428571429,0.285714285714,7,0.0313394390092,0.0569642857143,0.00342556668059,-0.0298547129695,0.0270959359012,0.004243503108,0.428571428571,0.714285714286,0.285714285714,0.714285714286,7,0.0175539885093,0.00934321233352,0.0045993512235,-0.000957353387067,0.0270959359012,-0.00954194739189,0.333333333333,0.857142857143,0.142857142857,0.428571428571,7,0.428571428571,0.47619047619,0.350907029478,0,0
MID,TOP10_ORACLE,0.07,0.07,0.07,0.07,0.0270959359012,0.0429040640988,1,1,0,1,7,0.0664508562046,0.07,0.07,0.0451559934319,0.0270959359012,0.0393549203034,0.857142857143,1,0,1,7,0.0616485025416,0.0673719376392,0.0658818524434,0.0224038752649,0.0270959359012,0.0345525666404,0.428571428571,1,0,0.857142857143,7,0.0682254281023,0.07,0.07,0.057577996716,0.0270959359012,0.0411294922011,0.928571428571,1,0,1,7,0.066033119582,0.0691239792131,0.0686272841478,0.0458532895656,0.0270959359012,0.0389371836809,0.761904761905,1,0,1,7,1,0.952380952381,0.350907029478,0,0
MID,FULL_ORACLE,0.07,0.07,0.07,0.07,0.0270959359012,0.0429040640988,1,1,0,1,7,0.0664508562046,0.07,0.07,0.0451559934319,0.0270959359012,0.0393549203034,0.857142857143,1,0,1,7,0.0624036601905,0.07,0.0672108730341,0.0224038752649,0.0270959359012,0.0353077242893,0.571428571429,1,0,0.857142857143,7,0.0682254281023,0.07,0.07,0.057577996716,0.0270959359012,0.0411294922011,0.928571428571,1,0,1,7,0.0662848387983,0.07,0.0690702910114,0.0458532895656,0.0270959359012,0.0391889028972,0.809523809524,1,0,1,7,1,1,0.350907029478,0,0
MID,UNIVERSE,0.0270959359012,,,,0.0270959359012,0,0.350907029478,,,,7,0.0270959359012,,,,0.0270959359012,0,0.350907029478,,,,7,0.0270959359012,,,,0.0270959359012,0,0.350907029478,,,,7,0.0270959359012,,,,0.0270959359012,0,0.350907029478,,,,7,0.0270959359012,,,,0.0270959359012,0,0.350907029478,,,,7,0.350907029478,,0.350907029478,,
HIGH,CONTROL,0.0561026602318,0.0626988437961,0.0453040065604,0.0294117647059,0.0477704435891,0.00833221664274,0.428571428571,1,0,0.714285714286,7,0.0170449178761,0.0214190093708,-0.00260910079205,-0.0215053763441,0.0477704435891,-0.030725525713,0.142857142857,0.714285714286,0.285714285714,0.142857142857,7,0.0690860215054,0.07,0.07,0.0645161290323,0.0477282204274,0.021357801078,0.833333333333,1,0,1,6,0.036573789054,0.0420589265835,0.0283862082067,0.0164263183884,0.0477704435891,-0.0111966545351,0.285714285714,1,0,0,7,0.0461389783705,0.0481565469564,0.0409159701114,0.0342842122589,0.0477282204274,-0.00158924205686,0.444444444444,1,0,0.5,6,0.428571428571,0.555555555556,0.526010404162,0,0
HIGH,FULL_RERANKER,0.05341162573,0.0626988437961,0.0453040065604,0.0160583941606,0.0477704435891,0.00564118214089,0.285714285714,1,0,0.714285714286,7,0.0319920559176,0.0285714285714,0.0237332872449,-0.0215053763441,0.0477704435891,-0.0157783876715,0.285714285714,0.857142857143,0.142857142857,0.285714285714,7,0.0547872340426,0.07,0.07,-0.0212765957447,0.0477282204274,0.00705901361518,0.833333333333,0.833333333333,0.166666666667,0.833333333333,6,0.0427018408238,0.0430291970803,0.0372348204346,0.0164263183884,0.0477704435891,-0.00506860276533,0.285714285714,1,0,0.142857142857,7,0.0461389783705,0.0481565469564,0.0409159701114,0.0342842122589,0.0477282204274,-0.00158924205686,0.444444444444,1,0,0.5,6,0.285714285714,0.555555555556,0.526010404162,0,0
HIGH,VETO_ONLY,0.0561026602318,0.0626988437961,0.0453040065604,0.0294117647059,0.0477704435891,0.00833221664274,0.428571428571,1,0,0.714285714286,7,0.0170449178761,0.0214190093708,-0.00260910079205,-0.0215053763441,0.0477704435891,-0.030725525713,0.142857142857,0.714285714286,0.285714285714,0.142857142857,7,0.0690860215054,0.07,0.07,0.0645161290323,0.0477282204274,0.021357801078,0.833333333333,1,0,1,6,0.036573789054,0.0420589265835,0.0283862082067,0.0164263183884,0.0477704435891,-0.0111966545351,0.285714285714,1,0,0,7,0.0461389783705,0.0481565469564,0.0409159701114,0.0342842122589,0.0477282204274,-0.00158924205686,0.444444444444,1,0,0.5,6,0.428571428571,0.555555555556,0.526010404162,0,0
HIGH,TOP10_ORACLE,0.07,0.07,0.07,0.07,0.0477704435891,0.0222295564109,1,1,0,1,7,0.0588996521598,0.07,0.053125,0.0260475651189,0.0477704435891,0.0111292085707,0.714285714286,1,0,0.714285714286,7,0.0630952380952,0.07,0.07,0.0285714285714,0.0477282204274,0.0153670176679,0.833333333333,1,0,0.833333333333,6,0.0644498260799,0.07,0.0615625,0.0480237825595,0.0477704435891,0.0166793824908,0.857142857143,1,0,0.857142857143,7,0.0658234126984,0.07,0.07,0.0449404761905,0.0477282204274,0.018095192271,0.888888888889,1,0,0.833333333333,6,1,1,0.526010404162,0,0
HIGH,FULL_ORACLE,0.07,0.07,0.07,0.07,0.0477704435891,0.0222295564109,1,1,0,1,7,0.0588996521598,0.07,0.053125,0.0260475651189,0.0477704435891,0.0111292085707,0.714285714286,1,0,0.714285714286,7,0.0630952380952,0.07,0.07,0.0285714285714,0.0477282204274,0.0153670176679,0.833333333333,1,0,0.833333333333,6,0.0644498260799,0.07,0.0615625,0.0480237825595,0.0477704435891,0.0166793824908,0.857142857143,1,0,0.857142857143,7,0.0658234126984,0.07,0.07,0.0449404761905,0.0477282204274,0.018095192271,0.888888888889,1,0,0.833333333333,6,1,1,0.526010404162,0,0
HIGH,UNIVERSE,0.0477704435891,,,,0.0477704435891,0,0.526010404162,,,,7,0.0477704435891,,,,0.0477704435891,0,0.526010404162,,,,7,0.0477282204274,,,,0.0477282204274,0,0.526010404162,,,,6,0.0477704435891,,,,0.0477704435891,0,0.526010404162,,,,7,0.0477282204274,,,,0.0477282204274,0,0.526010404162,,,,6,0.526010404162,,0.526010404162,,
