signal_date,code,name,universe_status,old_present,current_present,old_eligible,current_eligible,old_scorable,current_scorable,d0_date,days_since_d0,signal_type,field_mismatch_count,feature_mismatch_count
2026-06-26,001206,依依股份,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,001210,金房能源,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,001215,千味央厨,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,001225,和泰机电,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,001270,铖昌科技,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,001279,强邦新材,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,001289,龙源电力,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,001296,长江材料,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,001309,德明利,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,001330,博纳影业,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,001339,智微智能,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,001359,平安电工,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,001389,广合科技,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,001400,江顺科技,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002014,永新股份,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002021,中捷资源,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002025,航天电器,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002031,巨轮智能,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002038,双鹭药业,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002046,国机精工,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002047,宝鹰股份,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002051,中工国际,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002056,横店东磁,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002057,中钢天源,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002068,黑猫股份,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002080,中材科技,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002106,莱宝高科,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002114,罗平锌电,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002119,康强电子,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002129,TCL中环,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002141,贤丰控股,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002167,东方锆业,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002180,奔图科技,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002192,融捷股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002196,方正电机,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002240,盛新锂能,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002253,川大智胜,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002254,泰和新材,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002258,利尔化学,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002297,博云新材,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002303,美盈森,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002312,川发龙蟒,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002346,柘中股份,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002354,天娱数科,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002364,中恒电气,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002367,康力电梯,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002370,亚太药业,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002374,中锐股份,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002386,天原股份,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002387,维信诺,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002407,多氟多,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002409,雅克科技,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002418,康盛股份,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002420,毅昌科技,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002421,达实智能,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002427,尤夫股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002428,云南锗业,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002440,闰土股份,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002452,长高电气,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002453,华软科技,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002484,江海股份,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002491,通鼎互联,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002497,雅化集团,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002518,科士达,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002520,日发精机,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002522,浙江众成,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002536,飞龙股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002539,云图控股,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002546,新联电子,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002549,凯美特气,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002550,千红制药,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002552,宝鼎科技,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002558,巨人网络,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002559,亚威股份,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002568,百润股份,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002579,中京电子,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002580,圣阳股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002584,西陇科学,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002600,领益智造,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002601,龙佰集团,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002631,德尔未来,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002643,万润股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002648,卫星化学,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002654,万润科技,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002655,共达电声,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002657,中科金财,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002672,东江环保,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002674,兴业科技,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002687,乔治白,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002728,特一药业,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002787,华源控股,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002803,吉宏股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002805,丰元股份,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002821,凯莱英,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002830,名雕股份,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002842,翔鹭钨业,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002871,伟隆股份,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002876,三利谱,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002885,京泉华,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002897,意华股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002910,庄园牧场,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002921,联诚精密,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002928,华夏航空,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002930,宏川智慧,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002943,宇晶股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,002962,五方光电,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002963,豪尔赛,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002965,祥鑫科技,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,002975,博杰股份,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,002976,瑞玛精密,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,002980,华盛昌,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,002990,盛视科技,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,003018,金富科技,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,003031,中瓷电子,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,003033,征和工业,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,003043,华亚智能,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600026,中远海能,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600058,五矿发展,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600078,澄星股份,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600096,云天化,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600105,永鼎股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600118,中国卫星,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,600141,兴发集团,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600152,维科技术,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600160,巨化股份,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600162,香江控股,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600171,上海贝岭,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600172,黄河旋风,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600176,中国巨石,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600178,东安动力,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600184,光电股份,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600186,莲花控股,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600206,有研新材,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600226,亨通股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600228,返利科技,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,600234,科新发展,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600237,铜峰电子,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600246,万通发展,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600330,天通股份,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600343,航天动力,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,600345,长江通信,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600352,浙江龙盛,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600353,旭光电子,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600360,华微电子,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600367,红星发展,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,600379,宝光股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600397,江钨装备,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600400,红豆股份,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600405,动力源,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600458,时代新材,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600470,六国化工,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600481,双良节能,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,600488,津药药业,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600497,驰宏锌锗,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600500,中化国际,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600506,统一股份,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600516,方大炭素,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600531,豫光金铅,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600539,狮头股份,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,600545,卓郎智能,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,600549,厦门钨业,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600552,凯盛科技,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,600563,法拉电子,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600579,中化装备,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600584,长电科技,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600596,新安股份,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600667,太极实业,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600668,尖峰集团,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600703,三安光电,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600707,彩虹股份,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600708,光明地产,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600719,大连热电,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600743,华远控股,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600769,祥龙电业,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600777,新潮能源,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600791,京能置业,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600793,宜宾纸业,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600843,上工申贝,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600851,海欣股份,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600857,宁波中百,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600869,远东股份,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600877,电科芯片,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600881,亚泰集团,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,600888,新疆众和,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600903,贵州燃气,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,600909,华安证券,shared,True,True,True,True,True,True,2026-06-24,2.0,D2_LOW_ABSORB,0,0
2026-06-26,600961,株冶集团,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,600962,国投中鲁,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,601011,宝泰隆,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
2026-06-26,601016,节能风电,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,601020,华钰矿业,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,601066,中信建投,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,601108,财通证券,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,601133,柏诚股份,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,601179,中国西电,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,601233,桐昆股份,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,601336,新华保险,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,601369,陕鼓动力,shared,True,True,False,False,False,False,2026-06-26,0.0,WATCH_ONLY,0,0
2026-06-26,601519,大智慧,shared,True,True,False,False,False,False,2026-06-22,4.0,WATCH_ONLY,0,0
2026-06-26,601798,蓝科高新,shared,True,True,True,True,True,True,2026-06-25,1.0,D2_LOW_ABSORB,0,0
2026-06-26,601869,长飞光纤,shared,True,True,True,True,True,True,2026-06-23,3.0,D2_LOW_ABSORB,0,0
