event_id,code,name,signal_date,break_date,board_streak_before_break,v02_candidate_status,v02_exclusion_reason,v02_data_quality_reason,daily_cache_file_exists,d1_date_exists,d1_ohlc_valid,prior_trade_days,daily_history_sufficient,d1_daily_complete,minute_cache_file_exists,expected_bars,actual_bars,first_timestamp,last_timestamp,missing_bars,duplicate_bars,invalid_price_volume,d1_minute_complete,missing_reason,expected_d2_date,expected_d3_date,label_d2_date,label_d3_date,daily_label_source_d2,daily_label_source_d3,d2_open_daily,d3_high_daily,d3_close_daily,daily_d2open_to_d3high_return,target7_daily_d2open_d3high,tail_loss_daily_5pct,daily_label_complete,daily_label_reason,d1_feature_complete,recoverable,recovered,fully_complete
002149_2026-05-07,002149,西部材料,2026-05-07,2026-05-07,2,LABEL_UNAVAILABLE,missing_future_label,5min 未来交易日不足 2 个 (可用 0),True,True,True,285,True,True,True,48,48,09:35,15:00,0,0,0,True,none,2026-05-08,2026-05-11,2026-05-08,2026-05-11,expected_date_daily_cache,expected_date_daily_cache,72.78,,,,False,False,False,d3_high_invalid(2026-05-11)|d3_close_invalid(2026-05-11),True,False,False,False
002158_2026-05-07,002158,汉钟精机,2026-05-07,2026-05-07,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-07 数据,True,False,True,229,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-08,2026-05-11,2026-05-08,2026-05-11,expected_date_daily_cache,expected_date_daily_cache,31.66,34.2,33.3,0.08022741629816821,True,False,True,ok,False,False,False,False
002181_2026-05-07,002181,粤 传 媒,2026-05-07,2026-05-07,2,LABEL_UNAVAILABLE,missing_future_label,5min 未来交易日不足 2 个 (可用 0),True,True,True,265,True,True,True,48,48,09:35,15:00,0,0,0,True,none,2026-05-08,2026-05-11,2026-05-08,2026-05-11,expected_date_daily_cache,expected_date_daily_cache,18.6,19.2,19.06,0.032258064516129004,False,False,True,ok,True,False,False,True
002453_2026-05-07,002453,华软科技,2026-05-07,2026-05-07,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-07 数据,True,False,True,249,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-08,2026-05-11,2026-05-08,2026-05-11,expected_date_daily_cache,expected_date_daily_cache,6.05,6.55,6.5,0.0826446280991735,True,False,True,ok,False,False,False,False
002640_2026-05-07,002640,跨境通,2026-05-07,2026-05-07,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-07 数据,True,False,True,229,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-08,2026-05-11,2026-05-08,2026-05-11,expected_date_daily_cache,expected_date_daily_cache,4.04,4.54,4.54,0.12376237623762387,True,False,True,ok,False,False,False,False
002805_2026-05-07,002805,丰元股份,2026-05-07,2026-05-07,3,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-07 数据,True,False,True,246,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-08,2026-05-11,2026-05-08,2026-05-11,expected_date_daily_cache,expected_date_daily_cache,24.78,25.81,25.46,0.041565778853914326,False,False,True,ok,False,False,False,False
002989_2026-05-07,002989,中天精装,2026-05-07,2026-05-07,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-07 数据,True,False,True,224,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-08,2026-05-11,2026-05-08,2026-05-11,expected_date_daily_cache,expected_date_daily_cache,32.11,34.2,32.26,0.06508875739644981,False,False,True,ok,False,False,False,False
603937_2026-05-07,603937,丽岛新材,2026-05-07,2026-05-07,3,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-07 数据,True,True,True,282,True,True,True,48,48,09:35,15:00,0,0,0,True,none,2026-05-08,2026-05-11,2026-05-08,2026-05-11,expected_date_daily_cache,expected_date_daily_cache,16.94,18.68,17.88,0.10271546635182993,True,False,True,ok,True,False,True,True
000066_2026-05-08,000066,中国长城,2026-05-08,2026-05-08,3,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-08 数据,True,False,True,244,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,24.52,25.74,25.36,0.04975530179445342,False,False,True,ok,False,False,False,False
000818_2026-05-08,000818,航锦科技,2026-05-08,2026-05-08,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-08 数据,True,False,True,247,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,18.49,18.14,17.46,-0.018929150892374125,False,True,True,ok,False,False,False,False
000889_2026-05-08,000889,中嘉博创,2026-05-08,2026-05-08,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-08 数据,True,False,True,285,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,5.46,5.45,5.06,-0.001831501831501825,False,True,True,ok,False,False,False,False
000967_2026-05-08,000967,盈峰环境,2026-05-08,2026-05-08,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-08 数据,True,False,True,225,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,15.9,15.5,13.85,-0.02515723270440251,False,True,True,ok,False,False,False,False
002217_2026-05-08,002217,合力泰,2026-05-08,2026-05-08,2,CANDIDATE,nan,nan,True,True,True,249,True,True,True,48,48,09:35,15:00,0,0,0,True,none,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,3.56,3.64,3.47,0.022471910112359605,False,False,True,ok,True,False,False,True
002903_2026-05-08,002903,宇环数控,2026-05-08,2026-05-08,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-08 数据,True,False,True,230,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,45.65,50.11,48.6,0.09769989047097494,True,False,True,ok,False,False,False,False
003041_2026-05-08,003041,真爱美家,2026-05-08,2026-05-08,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-08 数据,True,False,True,257,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,64.24,71.0,65.66,0.10523038605230406,True,False,True,ok,False,False,False,False
600396_2026-05-08,600396,华电辽能,2026-05-08,2026-05-08,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-08 数据,True,False,True,225,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,12.67,15.05,15.05,0.18784530386740328,True,False,True,ok,False,False,False,False
600673_2026-05-08,600673,东阳光,2026-05-08,2026-05-08,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-08 数据,True,False,True,216,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,40.16,39.05,37.45,-0.027639442231075728,False,True,True,ok,False,False,False,False
600719_2026-05-08,600719,大连热电,2026-05-08,2026-05-08,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-08 数据,True,False,True,250,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,9.06,10.62,10.62,0.17218543046357593,True,False,True,ok,False,False,False,False
603158_2026-05-08,603158,腾龙股份,2026-05-08,2026-05-08,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-08 数据,True,True,True,284,True,True,True,48,48,09:35,15:00,0,0,0,True,none,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,15.81,,,,False,False,False,d3_high_invalid(2026-05-12)|d3_close_invalid(2026-05-12),True,False,True,False
603256_2026-05-08,603256,宏和科技,2026-05-08,2026-05-08,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-08 数据,True,False,True,225,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,147.93,151.0,148.31,0.020753058879199537,False,False,True,ok,False,False,False,False
603316_2026-05-08,603316,诚邦股份,2026-05-08,2026-05-08,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-08 数据,True,False,True,227,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-11,2026-05-12,2026-05-11,2026-05-12,expected_date_daily_cache,expected_date_daily_cache,19.86,19.18,18.6,-0.03423967774420944,False,True,True,ok,False,False,False,False
000720_2026-05-11,000720,新能泰山,2026-05-11,2026-05-11,2,CANDIDATE,nan,nan,True,False,True,226,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-12,2026-05-13,2026-05-12,2026-05-13,expected_date_daily_cache,expected_date_daily_cache,5.61,6.26,6.26,0.11586452762923338,True,False,True,ok,False,False,False,False
002031_2026-05-11,002031,巨轮智能,2026-05-11,2026-05-11,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-11 数据,True,False,True,251,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-12,2026-05-13,2026-05-12,2026-05-13,expected_date_daily_cache,expected_date_daily_cache,7.2,7.52,7.29,0.04444444444444429,False,False,True,ok,False,False,False,False
002317_2026-05-11,002317,众生药业,2026-05-11,2026-05-11,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-11 数据,True,False,True,243,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-12,2026-05-13,2026-05-12,2026-05-13,expected_date_daily_cache,expected_date_daily_cache,22.28,22.15,21.83,-0.005834829443447154,False,False,True,ok,False,False,False,False
002655_2026-05-11,002655,共达电声,2026-05-11,2026-05-11,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-11 数据,True,False,True,226,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-12,2026-05-13,2026-05-12,2026-05-13,expected_date_daily_cache,expected_date_daily_cache,37.85,37.95,36.68,0.0026420079260238705,False,False,True,ok,False,False,False,False
002929_2026-05-11,002929,润建股份,2026-05-11,2026-05-11,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-11 数据,True,False,True,226,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-12,2026-05-13,2026-05-12,2026-05-13,expected_date_daily_cache,expected_date_daily_cache,77.4,87.78,87.78,0.13410852713178278,True,False,True,ok,False,False,False,False
002930_2026-05-11,002930,宏川智慧,2026-05-11,2026-05-11,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-11 数据,True,False,True,250,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-12,2026-05-13,2026-05-12,2026-05-13,expected_date_daily_cache,expected_date_daily_cache,16.25,16.88,16.65,0.03876923076923067,False,False,True,ok,False,False,False,False
600130_2026-05-11,600130,波导股份,2026-05-11,2026-05-11,3,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-11 数据,True,False,True,225,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-12,2026-05-13,2026-05-12,2026-05-13,expected_date_daily_cache,expected_date_daily_cache,6.27,6.66,6.42,0.062200956937799035,False,False,True,ok,False,False,False,False
600936_2026-05-11,600936,北投科技,2026-05-11,2026-05-11,2,CANDIDATE,nan,nan,True,False,True,226,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-12,2026-05-13,2026-05-12,2026-05-13,expected_date_daily_cache,expected_date_daily_cache,5.1,5.5,5.37,0.07843137254901977,True,False,True,ok,False,False,False,False
603278_2026-05-11,603278,大业股份,2026-05-11,2026-05-11,3,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-11 数据,True,False,True,245,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-12,2026-05-13,2026-05-12,2026-05-13,expected_date_daily_cache,expected_date_daily_cache,14.9,16.11,15.29,0.08120805369127515,True,False,True,ok,False,False,False,False
603618_2026-05-11,603618,杭电股份,2026-05-11,2026-05-11,3,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-11 数据,True,False,True,226,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-12,2026-05-13,2026-05-12,2026-05-13,expected_date_daily_cache,expected_date_daily_cache,37.5,41.24,39.43,0.09973333333333345,True,False,True,ok,False,False,False,False
603636_2026-05-11,603636,南威软件,2026-05-11,2026-05-11,2,CANDIDATE,nan,nan,True,True,True,251,True,True,True,48,48,09:35,15:00,0,0,0,True,none,2026-05-12,2026-05-13,2026-05-12,2026-05-13,expected_date_daily_cache,expected_date_daily_cache,11.0,11.81,11.72,0.07363636363636372,True,False,True,ok,True,False,False,True
002030_2026-05-12,002030,达安基因,2026-05-12,2026-05-12,2,CANDIDATE,nan,nan,True,True,True,278,True,True,True,48,48,09:35,15:00,0,0,0,True,none,2026-05-13,2026-05-14,2026-05-13,2026-05-14,expected_date_daily_cache,expected_date_daily_cache,6.78,6.8,6.33,0.002949852507374562,False,True,True,ok,True,False,False,True
002281_2026-05-12,002281,光迅科技,2026-05-12,2026-05-12,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-12 数据,True,False,True,227,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-13,2026-05-14,2026-05-13,2026-05-14,expected_date_daily_cache,expected_date_daily_cache,196.01,212.8,203.8,0.0856588949543391,True,False,True,ok,False,False,False,False
002865_2026-05-12,002865,钧达股份,2026-05-12,2026-05-12,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-12 数据,True,False,True,244,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-13,2026-05-14,2026-05-13,2026-05-14,expected_date_daily_cache,expected_date_daily_cache,103.0,110.63,100.28,0.07407766990291265,True,False,True,ok,False,False,False,False
600078_2026-05-12,600078,澄星股份,2026-05-12,2026-05-12,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-12 数据,True,False,True,227,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-13,2026-05-14,2026-05-13,2026-05-14,expected_date_daily_cache,expected_date_daily_cache,15.3,15.59,14.51,0.018954248366013005,False,True,True,ok,False,False,False,False
600234_2026-05-12,600234,科新发展,2026-05-12,2026-05-12,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-12 数据,True,False,True,251,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-13,2026-05-14,2026-05-13,2026-05-14,expected_date_daily_cache,expected_date_daily_cache,29.93,30.05,28.0,0.004009355162044814,False,True,True,ok,False,False,False,False
600545_2026-05-12,600545,卓郎智能,2026-05-12,2026-05-12,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-12 数据,True,False,True,251,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-13,2026-05-14,2026-05-13,2026-05-14,expected_date_daily_cache,expected_date_daily_cache,6.12,6.76,6.61,0.10457516339869266,True,False,True,ok,False,False,False,False
600748_2026-05-12,600748,上实发展,2026-05-12,2026-05-12,2,CANDIDATE,nan,nan,True,True,True,283,True,True,True,48,48,09:35,15:00,0,0,0,True,none,2026-05-13,2026-05-14,2026-05-13,2026-05-14,expected_date_daily_cache,expected_date_daily_cache,5.85,5.89,5.61,0.006837606837606813,False,False,True,ok,True,False,False,True
603459_2026-05-12,603459,红板科技,2026-05-12,2026-05-12,3,QUALITY_FAILED,insufficient_daily_history,日线起始 2026-04-08 晚于 2026-04-01,True,True,True,21,True,True,True,48,48,09:35,15:00,0,0,0,True,none,2026-05-13,2026-05-14,2026-05-13,2026-05-14,expected_date_daily_cache,expected_date_daily_cache,90.37,94.5,85.56,0.04570100697133994,False,True,True,ok,True,False,True,True
603738_2026-05-12,603738,泰晶科技,2026-05-12,2026-05-12,3,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-12 数据,True,False,True,227,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-13,2026-05-14,2026-05-13,2026-05-14,expected_date_daily_cache,expected_date_daily_cache,53.32,57.3,52.98,0.07464366091522878,True,False,True,ok,False,False,False,False
605006_2026-05-12,605006,山东玻纤,2026-05-12,2026-05-12,3,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-12 数据,True,False,True,232,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-13,2026-05-14,2026-05-13,2026-05-14,expected_date_daily_cache,expected_date_daily_cache,16.49,16.61,15.47,0.0072771376591873604,False,True,True,ok,False,False,False,False
605189_2026-05-12,605189,富春染织,2026-05-12,2026-05-12,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-12 数据,True,False,True,235,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-13,2026-05-14,2026-05-13,2026-05-14,expected_date_daily_cache,expected_date_daily_cache,19.0,19.59,18.4,0.031052631578947443,False,False,True,ok,False,False,False,False
000029_2026-05-13,000029,深深房Ａ,2026-05-13,2026-05-13,2,CANDIDATE,nan,nan,True,True,True,253,True,True,True,48,48,09:35,15:00,0,0,0,True,none,2026-05-14,2026-05-15,2026-05-14,2026-05-15,expected_date_daily_cache,expected_date_daily_cache,26.59,29.96,28.91,0.12673937570515226,True,False,True,ok,True,False,False,True
000672_2026-05-13,000672,上峰材料,2026-05-13,2026-05-13,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,True,False,True,246,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-14,2026-05-15,2026-05-14,2026-05-15,expected_date_daily_cache,expected_date_daily_cache,17.12,17.71,17.18,0.03446261682242979,False,False,True,ok,False,False,False,False
001211_2026-05-13,001211,双枪科技,2026-05-13,2026-05-13,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,True,False,True,238,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-14,2026-05-15,2026-05-14,2026-05-15,expected_date_daily_cache,expected_date_daily_cache,51.98,59.44,57.77,0.14351673720661795,True,False,True,ok,False,False,False,False
600076_2026-05-13,600076,康欣新材,2026-05-13,2026-05-13,3,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,True,False,True,233,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-14,2026-05-15,2026-05-14,2026-05-15,expected_date_daily_cache,expected_date_daily_cache,4.25,4.49,4.28,0.05647058823529427,False,False,True,ok,False,False,False,False
600488_2026-05-13,600488,津药药业,2026-05-13,2026-05-13,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,True,False,True,233,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-14,2026-05-15,2026-05-14,2026-05-15,expected_date_daily_cache,expected_date_daily_cache,7.06,7.2,7.01,0.019830028328611915,False,False,True,ok,False,False,False,False
600683_2026-05-13,600683,京投发展,2026-05-13,2026-05-13,3,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,True,False,True,233,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-14,2026-05-15,2026-05-14,2026-05-15,expected_date_daily_cache,expected_date_daily_cache,18.69,17.8,16.82,-0.04761904761904767,False,True,True,ok,False,False,False,False
600869_2026-05-13,600869,远东股份,2026-05-13,2026-05-13,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,True,False,True,253,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-14,2026-05-15,2026-05-14,2026-05-15,expected_date_daily_cache,expected_date_daily_cache,23.1,22.96,21.63,-0.0060606060606061,False,True,True,ok,False,False,False,False
603061_2026-05-13,603061,金海通,2026-05-13,2026-05-13,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,True,False,True,228,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-14,2026-05-15,2026-05-14,2026-05-15,expected_date_daily_cache,expected_date_daily_cache,322.21,320.0,309.79,-0.006858880854101246,False,False,True,ok,False,False,False,False
603269_2026-05-13,603269,海鸥股份,2026-05-13,2026-05-13,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-13 数据,True,False,True,228,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-14,2026-05-15,2026-05-14,2026-05-15,expected_date_daily_cache,expected_date_daily_cache,20.92,22.0,21.68,0.05162523900573612,False,False,True,ok,False,False,False,False
000601_2026-05-14,000601,韶能股份,2026-05-14,2026-05-14,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,True,False,True,290,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-15,2026-05-18,2026-05-15,2026-05-18,expected_date_daily_cache,expected_date_daily_cache,8.17,8.03,7.83,-0.017135862913096767,False,False,True,ok,False,False,False,False
000767_2026-05-14,000767,晋控电力,2026-05-14,2026-05-14,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,True,False,True,239,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-15,2026-05-18,2026-05-15,2026-05-18,expected_date_daily_cache,expected_date_daily_cache,4.7,5.15,5.09,0.0957446808510638,True,False,True,ok,False,False,False,False
000925_2026-05-14,000925,众合科技,2026-05-14,2026-05-14,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,True,False,True,254,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-15,2026-05-18,2026-05-15,2026-05-18,expected_date_daily_cache,expected_date_daily_cache,9.7,9.29,9.03,-0.042268041237113474,False,True,True,ok,False,False,False,False
002498_2026-05-14,002498,汉缆股份,2026-05-14,2026-05-14,2,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,True,False,True,234,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-15,2026-05-18,2026-05-15,2026-05-18,expected_date_daily_cache,expected_date_daily_cache,10.36,9.93,9.65,-0.04150579150579148,False,True,True,ok,False,False,False,False
600172_2026-05-14,600172,黄河旋风,2026-05-14,2026-05-14,3,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,True,False,True,229,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-15,2026-05-18,2026-05-15,2026-05-18,expected_date_daily_cache,expected_date_daily_cache,11.59,11.98,11.04,0.03364969801553075,False,False,True,ok,False,False,False,False
600396_2026-05-14,600396,华电辽能,2026-05-14,2026-05-14,3,QUALITY_FAILED,missing_minute_data,5min 无 2026-05-14 数据,True,False,True,229,True,True,True,48,0,,,48,0,0,False,d1_date_missing,2026-05-15,2026-05-18,2026-05-15,2026-05-18,expected_date_daily_cache,expected_date_daily_cache,15.8,17.15,15.69,0.08544303797468333,True,False,True,ok,False,False,False,False
603070_2026-05-14,603070,万控智造,2026-05-14,2026-05-14,2,CANDIDATE,nan,nan,True,True,True,254,True,True,True,48,48,09:35,15:00,0,0,0,True,none,2026-05-15,2026-05-18,2026-05-15,2026-05-18,expected_date_daily_cache,expected_date_daily_cache,16.1,17.2,16.63,0.06832298136645942,False,False,True,ok,True,False,False,True
