event_id,signal_date,code,candidate_count,stage1_rank,stage1_strength,stage1_top10,closing_completion_gap,strength_x_gap,binary_pair_score,binary_pair_rank,capped_pair_score,capped_pair_rank,raw_pair_score,raw_pair_rank,target7,raw_return,capped_return_7
603929_2026-06-26,2026-06-26,603929,12,8,0.363636363636,True,0.45,0.163636363636,0.186368963766,7,0.0149348655242,7,0.0110467575657,7,0,0.0476785648642,0.0476785648642
603713_2026-06-26,2026-06-26,603713,12,9,0.272727272727,True,0.375,0.102272727273,0.149645796718,8,0.0128578768504,8,0.00903457303579,8,0,-0.0293809024134,-0.0293809024134
002025_2026-06-26,2026-06-26,002025,12,10,0.181818181818,True,0.4,0.0727272727273,0.136668155461,9,0.0126071416414,9,0.00846598680443,9,1,0.0701369863014,0.07
000818_2026-06-26,2026-06-26,000818,12,11,0.0909090909091,False,,,,,,,,,1,0.0779510022272,0.07
002254_2026-06-26,2026-06-26,002254,12,12,0,False,,,,,,,,,0,-0.025974025974,-0.025974025974
600228_2026-06-29,2026-06-29,600228,5,1,1,True,0.5,0.5,0.326013761678,2,0.0182942504651,1,0.0177668181508,2,0,-0.0793172690763,-0.0793172690763
002141_2026-06-29,2026-06-29,002141,5,2,0.75,True,0.75,0.5625,0.328973976247,1,0.0182614537822,2,0.0182005355891,1,0,0.0196078431373,0.0196078431373
000823_2026-06-29,2026-06-29,000823,5,3,0.5,True,0.45,0.225,0.206067862266,3,0.0152277669334,3,0.0115185241247,3,1,0.0925280681378,0.07
002965_2026-06-29,2026-06-29,002965,5,4,0.25,True,0.35,0.0875,0.129798071932,4,0.0116887020199,4,0.0074088257178,4,1,0.100767366721,0.07
600962_2026-06-29,2026-06-29,600962,5,5,0,True,0.2,0,0.0434582416739,5,0.00534886172689,5,0.00262813705019,5,1,0.0751028806584,0.07
601133_2026-06-30,2026-06-30,601133,7,1,1,True,0.428571428571,0.428571428571,0.223030357615,1,0.00632126726823,5,0.00812323601027,2,0,-0.0627906976744,-0.0627906976744
603650_2026-06-30,2026-06-30,603650,7,2,0.833333333333,True,0.0714285714286,0.0595238095238,0.148070413968,4,0.00803430251074,3,0.00717573367049,4,0,0.0474406991261,0.0474406991261
603163_2026-06-30,2026-06-30,603163,7,3,0.666666666667,True,0.714285714286,0.47619047619,0.211978561644,2,0.00688659480525,4,0.00782265665167,3,0,-0.0287162162162,-0.0287162162162
603956_2026-06-30,2026-06-30,603956,7,4,0.5,True,0.821428571429,0.410714285714,0.20307405839,3,0.00890333698176,2,0.00833703100463,1,0,0.0395387149918,0.0395387149918
603155_2026-06-30,2026-06-30,603155,7,5,0.333333333333,True,0.285714285714,0.0952380952381,0.0983098381224,5,0.00595950729204,7,0.00481971851069,6,1,0.112028725314,0.07
002180_2026-06-30,2026-06-30,002180,7,6,0.166666666667,True,0.321428571429,0.0535714285714,0.0774221420766,7,0.00605004036726,6,0.00427810627671,7,0,0.019452887538,0.019452887538
002568_2026-06-30,2026-06-30,002568,7,7,0,True,0.607142857143,0,0.0966311564773,6,0.0109784114439,1,0.00659057133774,5,0,0.0430678466077,0.0430678466077
