event_id,signal_date,code,target7,raw_repair_return,capped_opportunity_return_7,control_score,control_rank,curve_score,curve_rank,rank_delta,rank_d1_close_ma10_pct,rank_d1_low_ma10_pct,rank_trend_hold_score,rank_d1_close_vwap_pct,rank_log_candidate_base_price,quad_close_ma10,quad_low_ma10,quad_trend_hold,quad_close_vwap,quad_log_base_price,extreme_strength_count
603324_2026-06-22,2026-06-22,603324,1,0.106767652089,0.07,0.489059826098,7,0.484422153215,7,0,0.142857142857,0.285714285714,0.714285714286,0.285714285714,0.714285714286,0.0204081632653,0.0816326530612,0.510204081633,0.0816326530612,0.510204081633,0
603663_2026-06-23,2026-06-23,603663,0,0.0294117647059,0.0294117647059,0.583139562055,1,0.587734578437,1,0,0.714285714286,0.714285714286,0.714285714286,0.714285714286,0.857142857143,0.510204081633,0.510204081633,0.510204081633,0.510204081633,0.734693877551,0
003031_2026-06-23,2026-06-23,003031,0,0.0645161290323,0.0645161290323,0.581356250079,3,0.58755538415,2,-1,0.5,0.642857142857,0.714285714286,0.142857142857,1,0.25,0.413265306122,0.510204081633,0.0204081632653,1,1
002297_2026-06-23,2026-06-23,002297,1,0.132492113565,0.07,0.581390229701,2,0.583646168564,3,1,1,1,0.357142857143,0.785714285714,0.428571428571,1,1,0.127551020408,0.617346938776,0.183673469388,2
000811_2026-06-23,2026-06-23,000811,1,0.219968087531,0.07,0.580438468276,4,0.578301771679,4,0,0.928571428571,0.357142857143,0.714285714286,1,0.571428571429,0.862244897959,0.127551020408,0.510204081633,1,0.326530612245,2
600769_2026-06-23,2026-06-23,600769,0,0.00775547445255,0.00775547445255,0.580374629693,5,0.577317391975,5,0,0.785714285714,0.857142857143,0.714285714286,0.857142857143,0.285714285714,0.617346938776,0.734693877551,0.510204081633,0.734693877551,0.0816326530612,0
603082_2026-06-23,2026-06-23,603082,0,0.0208955223881,0.0208955223881,0.576801665574,6,0.576921167529,6,0,0.857142857143,0.571428571429,0.714285714286,0.5,0.714285714286,0.734693877551,0.326530612245,0.510204081633,0.25,0.510204081633,0
000657_2026-06-23,2026-06-23,000657,1,0.0773082315241,0.07,0.574683314061,7,0.576689518151,7,0,0.428571428571,0.5,0.714285714286,0.214285714286,0.928571428571,0.183673469388,0.25,0.510204081633,0.0459183673469,0.862244897959,1
002655_2026-06-23,2026-06-23,002655,1,0.112807463953,0.07,0.574325539307,8,0.574931984002,8,0,0.571428571429,0.928571428571,0.714285714286,0.0714285714286,0.642857142857,0.326530612245,0.862244897959,0.510204081633,0.00510204081633,0.413265306122,1
002805_2026-06-23,2026-06-23,002805,0,0.0302405498282,0.0302405498282,0.568048001818,9,0.564654647704,9,0,0.642857142857,0.785714285714,0.714285714286,0.928571428571,0.357142857143,0.413265306122,0.617346938776,0.510204081633,0.862244897959,0.127551020408,1
002842_2026-06-23,2026-06-23,002842,1,0.0887335874629,0.07,0.557124398043,11,0.554378078593,10,-1,0.357142857143,0.285714285714,0.214285714286,0.428571428571,0.785714285714,0.127551020408,0.0816326530612,0.0459183673469,0.183673469388,0.617346938776,0
603380_2026-06-23,2026-06-23,603380,1,0.108924806746,0.07,0.558228492063,10,0.550437304974,11,1,0.285714285714,0.428571428571,0.714285714286,0.571428571429,0.5,0.0816326530612,0.183673469388,0.510204081633,0.326530612245,0.25,0
001296_2026-06-23,2026-06-23,001296,0,0.0229293401965,0.0229293401965,0.543290988346,12,0.531006175213,12,0,0.214285714286,0.142857142857,0.214285714286,0.285714285714,0.214285714286,0.0459183673469,0.0204081632653,0.0459183673469,0.0816326530612,0.0459183673469,0
600162_2026-06-23,2026-06-23,600162,1,0.0704960835509,0.07,0.536369187815,13,0.523764268269,13,0,0.142857142857,0.214285714286,0.214285714286,0.357142857143,0.0714285714286,0.0204081632653,0.0459183673469,0.0459183673469,0.127551020408,0.00510204081633,0
002354_2026-06-23,2026-06-23,002354,0,0.0438489646772,0.0438489646772,0.535101783122,14,0.523583205441,14,0,0.0714285714286,0.0714285714286,0.0714285714286,0.642857142857,0.142857142857,0.00510204081633,0.00510204081633,0.00510204081633,0.413265306122,0.0204081632653,0
603757_2026-06-24,2026-06-24,603757,0,0.0516980613227,0.0516980613227,0.600677084822,1,0.612115054481,1,0,1,0.866666666667,0.833333333333,0.933333333333,0.933333333333,1,0.751111111111,0.694444444444,0.871111111111,0.871111111111,3
000070_2026-06-24,2026-06-24,000070,0,-0.0225029609159,-0.0225029609159,0.590234342349,3,0.595869136033,2,-1,0.733333333333,0.933333333333,0.833333333333,0.6,0.8,0.537777777778,0.871111111111,0.694444444444,0.36,0.64,1
600851_2026-06-24,2026-06-24,600851,0,-0.036815920398,-0.036815920398,0.593103281569,2,0.594730517731,3,1,0.933333333333,1,0.6,0.133333333333,0.533333333333,0.871111111111,1,0.36,0.0177777777778,0.284444444444,2
601869_2026-06-24,2026-06-24,601869,0,-0.0267558528428,-0.0267558528428,0.585798724834,5,0.59443207233,4,-1,0.666666666667,0.733333333333,0.833333333333,0.666666666667,1,0.444444444444,0.537777777778,0.694444444444,0.444444444444,1,1
600172_2026-06-24,2026-06-24,600172,0,0.0564468211527,0.0564468211527,0.58894277032,4,0.590804230092,5,1,0.8,0.8,0.833333333333,0.8,0.666666666667,0.64,0.64,0.694444444444,0.64,0.444444444444,0
002068_2026-06-24,2026-06-24,002068,0,0.0647138964578,0.0647138964578,0.569588235946,6,0.569169807307,6,0,0.866666666667,0.466666666667,0.433333333333,1,0.6,0.751111111111,0.217777777778,0.187777777778,1,0.36,1
605580_2026-06-24,2026-06-24,605580,0,-0.00604026845638,-0.00604026845638,0.560691105184,11,0.563126455843,7,-4,0.6,0.2,0.133333333333,0.866666666667,0.866666666667,0.36,0.04,0.0177777777778,0.751111111111,0.751111111111,0
000783_2026-06-24,2026-06-24,000783,1,0.091103965702,0.07,0.567872565328,7,0.561430977767,8,1,0.533333333333,0.666666666667,0.833333333333,0.266666666667,0.4,0.284444444444,0.444444444444,0.694444444444,0.0711111111111,0.16,0
002830_2026-06-24,2026-06-24,002830,0,-0.0324971493729,-0.0324971493729,0.562529833225,10,0.560180373651,9,-1,0.266666666667,0.533333333333,0.433333333333,0.466666666667,0.733333333333,0.0711111111111,0.284444444444,0.187777777778,0.217777777778,0.537777777778,0
000571_2026-06-24,2026-06-24,000571,1,0.079674796748,0.07,0.563254211186,9,0.554515543442,10,1,0.4,0.6,0.833333333333,0.4,0.266666666667,0.16,0.36,0.694444444444,0.16,0.0711111111111,0
600470_2026-06-24,2026-06-24,600470,0,0.0189873417722,0.0189873417722,0.56472387395,8,0.554031860572,11,3,0.2,0.333333333333,0.433333333333,0.533333333333,0.333333333333,0.04,0.111111111111,0.187777777778,0.284444444444,0.111111111111,0
600400_2026-06-24,2026-06-24,600400,1,0.100323624595,0.07,0.559430303809,12,0.54881788056,12,0,0.466666666667,0.266666666667,0.266666666667,0.733333333333,0.133333333333,0.217777777778,0.0711111111111,0.0711111111111,0.537777777778,0.0177777777778,0
605377_2026-06-24,2026-06-24,605377,0,-0.0173913043478,-0.0173913043478,0.555629336088,13,0.547290340631,13,0,0.333333333333,0.4,0.433333333333,0.333333333333,0.466666666667,0.111111111111,0.16,0.187777777778,0.111111111111,0.217777777778,0
600322_2026-06-24,2026-06-24,600322,0,0.0181818181818,0.0181818181818,0.546564528093,14,0.533629769331,14,0,0.133333333333,0.133333333333,0.133333333333,0.0666666666667,0.0666666666667,0.0177777777778,0.0177777777778,0.0177777777778,0.00444444444444,0.00444444444444,0
002672_2026-06-24,2026-06-24,002672,0,0.0512129380054,0.0512129380054,0.54185638636,15,0.529933083374,15,0,0.0666666666667,0.0666666666667,0.133333333333,0.2,0.2,0.00444444444444,0.00444444444444,0.0177777777778,0.04,0.04,0
600909_2026-06-25,2026-06-25,600909,1,0.07,0.07,0.581415517041,2,0.586884442367,1,-1,1,1,0.444444444444,1,0.555555555556,1,1,0.197530864198,1,0.308641975309,3
605069_2026-06-25,2026-06-25,605069,1,0.108333333333,0.07,0.582591868435,1,0.586253147091,2,1,0.888888888889,0.888888888889,0.777777777778,0.777777777778,0.666666666667,0.79012345679,0.79012345679,0.604938271605,0.604938271605,0.444444444444,0
600379_2026-06-25,2026-06-25,600379,0,-0.0113182423435,-0.0113182423435,0.577741271239,3,0.579009453232,3,0,0.777777777778,0.555555555556,0.777777777778,0.666666666667,0.777777777778,0.604938271605,0.308641975309,0.604938271605,0.444444444444,0.604938271605,0
603938_2026-06-25,2026-06-25,603938,1,0.174225028703,0.07,0.567649603041,6,0.574483698453,4,-2,0.555555555556,0.666666666667,0.777777777778,0.444444444444,1,0.308641975309,0.444444444444,0.604938271605,0.197530864198,1,1
002580_2026-06-25,2026-06-25,002580,0,-0.12269446672,-0.12269446672,0.568641112352,4,0.569318386018,5,1,0.333333333333,0.444444444444,0.777777777778,0.333333333333,0.888888888889,0.111111111111,0.197530864198,0.604938271605,0.111111111111,0.79012345679,0
002631_2026-06-25,2026-06-25,002631,0,0.0383838383838,0.0383838383838,0.568488991792,5,0.564002652446,6,1,0.666666666667,0.777777777778,0.777777777778,0.555555555556,0.333333333333,0.444444444444,0.604938271605,0.604938271605,0.308641975309,0.111111111111,0
000566_2026-06-25,2026-06-25,000566,0,-0.0021978021978,-0.0021978021978,0.552802314273,7,0.543557265855,7,0,0.444444444444,0.222222222222,0.277777777778,0.888888888889,0.222222222222,0.197530864198,0.0493827160494,0.0771604938272,0.79012345679,0.0493827160494,0
002584_2026-06-25,2026-06-25,002584,0,0.0383064516129,0.0383064516129,0.55238095951,8,0.542826253522,8,0,0.222222222222,0.333333333333,0.277777777778,0.111111111111,0.444444444444,0.0493827160494,0.111111111111,0.0771604938272,0.0123456790123,0.197530864198,0
002687_2026-06-25,2026-06-25,002687,1,0.134703196347,0.07,0.536759034057,9,0.524806970558,9,0,0.111111111111,0.111111111111,0.111111111111,0.222222222222,0.111111111111,0.0123456790123,0.0123456790123,0.0123456790123,0.0493827160494,0.0123456790123,0
603989_2026-06-26,2026-06-26,603989,0,-0.0419642857143,-0.0419642857143,0.58901816751,1,0.590933059941,1,0,1,1,0.583333333333,0.583333333333,0.416666666667,1,1,0.340277777778,0.340277777778,0.173611111111,2
002990_2026-06-26,2026-06-26,002990,1,0.086383601757,0.07,0.584109894766,2,0.583905795308,2,0,0.833333333333,0.833333333333,0.583333333333,0.5,0.583333333333,0.694444444444,0.694444444444,0.340277777778,0.25,0.340277777778,0
002080_2026-06-26,2026-06-26,002080,0,-0.0525252525253,-0.0525252525253,0.575913767789,3,0.580174103834,3,0,0.75,0.75,0.875,0.416666666667,0.833333333333,0.5625,0.5625,0.765625,0.173611111111,0.694444444444,0
600584_2026-06-26,2026-06-26,600584,0,0.0200970873786,0.0200970873786,0.570370357263,7,0.57420791678,4,-3,0.416666666667,0.666666666667,0.875,0.166666666667,0.916666666667,0.173611111111,0.444444444444,0.765625,0.0277777777778,0.840277777778,1
600667_2026-06-26,2026-06-26,600667,0,0.0668103448276,0.0668103448276,0.575723588776,4,0.573959680835,5,1,0.916666666667,0.916666666667,0.583333333333,0.333333333333,0.25,0.840277777778,0.840277777778,0.340277777778,0.111111111111,0.0625,2
603678_2026-06-26,2026-06-26,603678,0,0.0416001963431,0.0416001963431,0.57064089103,6,0.569029766403,6,0,0.5,0.333333333333,0.333333333333,1,0.75,0.25,0.111111111111,0.111111111111,1,0.5625,1
603929_2026-06-26,2026-06-26,603929,0,0.0476785648642,0.0476785648642,0.564405874186,8,0.568503784304,7,-1,0.333333333333,0.416666666667,0.333333333333,0.666666666667,1,0.111111111111,0.173611111111,0.111111111111,0.444444444444,1,1
600141_2026-06-26,2026-06-26,600141,0,-0.0441767068273,-0.0441767068273,0.570942619549,5,0.564692660892,8,3,0.666666666667,0.5,0.875,0.75,0.333333333333,0.444444444444,0.25,0.765625,0.5625,0.111111111111,0
603713_2026-06-26,2026-06-26,603713,0,-0.0293809024134,-0.0293809024134,0.556109540565,9,0.554618084633,9,0,0.583333333333,0.583333333333,0.875,0.833333333333,0.666666666667,0.340277777778,0.340277777778,0.765625,0.694444444444,0.444444444444,0
002025_2026-06-26,2026-06-26,002025,1,0.0701369863014,0.07,0.555569611249,10,0.54878029925,10,0,0.25,0.25,0.333333333333,0.916666666667,0.5,0.0625,0.0625,0.111111111111,0.840277777778,0.25,1
000818_2026-06-26,2026-06-26,000818,1,0.0779510022272,0.07,0.546522054298,11,0.53440100706,11,0,0.166666666667,0.166666666667,0.125,0.25,0.0833333333333,0.0277777777778,0.0277777777778,0.015625,0.0625,0.00694444444444,0
002254_2026-06-26,2026-06-26,002254,0,-0.025974025974,-0.025974025974,0.536339693842,12,0.52483148931,12,0,0.0833333333333,0.0833333333333,0.125,0.0833333333333,0.166666666667,0.00694444444444,0.00694444444444,0.015625,0.00694444444444,0.0277777777778,0
600228_2026-06-29,2026-06-29,600228,0,-0.0793172690763,-0.0793172690763,0.546142007938,1,0.550028877346,1,0,1,1,0.8,1,0.4,1,1,0.64,1,0.16,3
002141_2026-06-29,2026-06-29,002141,0,0.0196078431373,0.0196078431373,0.538137750928,2,0.530431851983,2,0,0.4,0.8,0.8,0.4,0.2,0.16,0.64,0.64,0.16,0.04,0
002965_2026-06-29,2026-06-29,002965,1,0.100767366721,0.07,0.52220854086,4,0.528506323243,3,-1,0.2,0.6,0.8,0.8,1,0.04,0.36,0.64,0.64,1,1
000823_2026-06-29,2026-06-29,000823,1,0.0925280681378,0.07,0.525753183362,3,0.522227027696,4,1,0.8,0.4,0.3,0.6,0.6,0.64,0.16,0.09,0.36,0.36,0
600962_2026-06-29,2026-06-29,600962,1,0.0751028806584,0.07,0.518549949908,5,0.516295603885,5,0,0.6,0.2,0.3,0.2,0.8,0.36,0.04,0.09,0.04,0.64,0
601133_2026-06-30,2026-06-30,601133,0,-0.0627906976744,-0.0627906976744,0.586386576394,1,0.5912463038,1,0,0.857142857143,1,0.571428571429,0.714285714286,0.714285714286,0.734693877551,1,0.326530612245,0.510204081633,0.510204081633,1
603650_2026-06-30,2026-06-30,603650,0,0.0474406991261,0.0474406991261,0.580977659399,2,0.587625921697,2,0,1,0.571428571429,0.857142857143,1,0.857142857143,1,0.326530612245,0.734693877551,1,0.734693877551,2
603163_2026-06-30,2026-06-30,603163,0,-0.0287162162162,-0.0287162162162,0.576422241173,3,0.583524349218,3,0,0.428571428571,0.714285714286,0.857142857143,0.285714285714,1,0.183673469388,0.510204081633,0.734693877551,0.0816326530612,1,1
603956_2026-06-30,2026-06-30,603956,0,0.0395387149918,0.0395387149918,0.57285655401,4,0.566400484691,4,0,0.714285714286,0.857142857143,0.857142857143,0.142857142857,0.142857142857,0.510204081633,0.734693877551,0.734693877551,0.0204081632653,0.0204081632653,0
603155_2026-06-30,2026-06-30,603155,1,0.112028725314,0.07,0.566017689211,5,0.561864960281,5,0,0.571428571429,0.285714285714,0.357142857143,0.857142857143,0.571428571429,0.326530612245,0.0816326530612,0.127551020408,0.734693877551,0.326530612245,0
002180_2026-06-30,2026-06-30,002180,0,0.019452887538,0.019452887538,0.561112714058,6,0.55150322245,6,0,0.285714285714,0.428571428571,0.357142857143,0.571428571429,0.285714285714,0.0816326530612,0.183673469388,0.127551020408,0.326530612245,0.0816326530612,0
002568_2026-06-30,2026-06-30,002568,0,0.0430678466077,0.0430678466077,0.546798967598,7,0.538635326415,7,0,0.142857142857,0.142857142857,0.142857142857,0.428571428571,0.428571428571,0.0204081632653,0.0204081632653,0.0204081632653,0.183673469388,0.183673469388,0
