factor,bucket,record_count,success_count,failed_count,missed_count,ordinary_count,data_issue_count,success_rate,failed_rate,missed_rate,avg_d3_realized_return_pct,median_d3_realized_return_pct,avg_candidate_d3_max_return_pct,avg_d3_max_return_pct,avg_d3_close_return_pct
failure_reason,,2744,47,3,1010,1684,0,0.017128279883381923,0.0010932944606413995,0.3680758017492711,6.677529533499093,7.0,6.212056885591845,11.640056822331555,6.671370620489295
failure_reason,break_invalid,27,0,0,2,25,0,0.0,0.0,0.07407407407407407,,,1.290993409251055,,
failure_reason,data_issue,10,0,0,0,0,10,0.0,0.0,0.0,,,,,
failure_reason,not_triggered,17,0,0,0,17,0,0.0,0.0,0.0,,,3.962051957894651,,
failure_reason,stop_hit,103,16,87,0,0,0,0.1553398058252427,0.8446601941747572,0.0,-2.024500097440399,-2.2435299763161387,4.06545338108447,3.5854038489155,-2.0689466151525098
failure_reason,unknown,6,0,6,0,0,0,0.0,1.0,0.0,2.600717475257993,2.693521441788771,5.133076101516172,5.3710275718738245,2.600717475257993
failure_reason,weak_repair,3,0,3,0,0,0,0.0,1.0,0.0,-0.4879479575855328,-0.5946361858557347,4.100426585094856,3.5076823914705684,-0.4879479575855328
failure_reason,zone_too_low,52,0,0,46,6,0,0.0,0.0,0.8846153846153846,,,11.866896231451106,,
graph_quality_score,50-60,455,0,0,160,291,4,0.0,0.0,0.3516483516483517,,,6.00222624830171,,
graph_quality_score,60-70,409,12,24,143,230,0,0.029339853300733496,0.05867970660146699,0.34963325183374083,0.7347629191467414,0.7141641130405274,6.537919316417294,5.6340609307226055,0.9706227992537093
graph_quality_score,70-80,276,6,9,121,140,0,0.021739130434782608,0.03260869565217391,0.4384057971014493,0.33159999114627153,2.045170649120198,7.006265239947705,5.2402088886137665,-1.0410176553940262
graph_quality_score,<=50,1076,0,0,324,750,2,0.0,0.0,0.30111524163568776,,,5.2609132475797535,,
graph_quality_score,>80,746,45,66,310,321,4,0.06032171581769437,0.08847184986595175,0.4155495978552279,0.9735852491973701,1.5996878657822844,7.091715317418577,6.419993903831612,1.0385615738767966
invalid_distance_pct,1-2,303,2,4,124,169,4,0.006600660066006601,0.013201320132013201,0.40924092409240925,-0.6256543863948806,-0.6438155557370207,6.711805867698677,5.805730414074806,0.9631609385892489
invalid_distance_pct,2-3,528,10,19,179,320,0,0.01893939393939394,0.03598484848484849,0.3390151515151515,1.647786153193312,2.625631661844441,6.002734948473878,6.543872158094181,1.946368780674031
invalid_distance_pct,3-5,1707,50,76,551,1026,4,0.029291154071470416,0.04452255418863503,0.322788517867604,0.7020758372472072,0.931805854718859,5.844294582351802,5.941928850520756,0.4097213527439004
invalid_distance_pct,<=1,244,1,0,141,100,2,0.004098360655737705,0.0,0.5778688524590164,7.0,7.0,8.597334250622023,20.758939925733767,20.758939925733767
invalid_distance_pct,>5,180,0,0,63,117,0,0.0,0.0,0.35,,,5.65196260232105,,
low_absorb_width_pct,1-2,303,2,4,124,169,4,0.006600660066006601,0.013201320132013201,0.40924092409240925,-0.6256543863948806,-0.6438155557370207,6.711805867698677,5.805730414074806,0.9631609385892489
low_absorb_width_pct,2-3,528,10,19,179,320,0,0.01893939393939394,0.03598484848484849,0.3390151515151515,1.647786153193312,2.625631661844441,6.002734948473878,6.543872158094181,1.946368780674031
low_absorb_width_pct,3-5,1707,50,76,551,1026,4,0.029291154071470416,0.04452255418863503,0.322788517867604,0.7020758372472072,0.931805854718859,5.844294582351802,5.941928850520756,0.4097213527439004
low_absorb_width_pct,<=1,244,1,0,141,100,2,0.004098360655737705,0.0,0.5778688524590164,7.0,7.0,8.597334250622023,20.758939925733767,20.758939925733767
low_absorb_width_pct,>5,180,0,0,63,117,0,0.0,0.0,0.35,,,5.65196260232105,,
position_level,normal,258,63,99,48,48,0,0.2441860465116279,0.38372093023255816,0.18604651162790697,0.8610705408480548,1.5482969278820757,6.7777511452958015,6.136102778768697,0.8309104360651087
position_level,small,263,0,0,92,171,0,0.0,0.0,0.34980988593155893,,,5.855262844642867,,
position_level,zero,2441,0,0,918,1513,10,0.0,0.0,0.37607537894305615,,,6.144969936002534,,
selected_by_topn,False,2704,0,0,1010,1684,10,0.0,0.0,0.3735207100591716,,,6.1166874693998645,,
selected_by_topn,True,258,63,99,48,48,0,0.2441860465116279,0.38372093023255816,0.18604651162790697,0.8610705408480548,1.5482969278820757,6.7777511452958015,6.136102778768697,0.8309104360651087
selected_for_execution,False,2704,0,0,1010,1684,10,0.0,0.0,0.3735207100591716,,,6.1166874693998645,,
selected_for_execution,True,258,63,99,48,48,0,0.2441860465116279,0.38372093023255816,0.18604651162790697,0.8610705408480548,1.5482969278820757,6.7777511452958015,6.136102778768697,0.8309104360651087
signal_type,D2_LOW_ABSORB,258,63,99,48,48,0,0.2441860465116279,0.38372093023255816,0.18604651162790697,0.8610705408480548,1.5482969278820757,6.7777511452958015,6.136102778768697,0.8309104360651087
signal_type,D2_WATCH_OR_SMALL,263,0,0,92,171,0,0.0,0.0,0.34980988593155893,,,5.855262844642867,,
signal_type,WATCH_ONLY,2441,0,0,918,1513,10,0.0,0.0,0.37607537894305615,,,6.144969936002534,,
support_score,50-60,49,2,1,11,35,0,0.04081632653061224,0.02040816326530612,0.22448979591836735,4.80014006017827,7.0,4.425534545939751,6.561548742578949,0.4250273746254125
support_score,60-70,197,15,22,55,105,0,0.07614213197969544,0.1116751269035533,0.27918781725888325,0.785803337742965,1.2911856312241898,6.133694124430743,6.348470818280687,1.124604459783408
support_score,70-80,173,7,13,46,107,0,0.04046242774566474,0.07514450867052024,0.2658959537572254,-1.0921802675672783,-2.136357108278214,4.862025220593457,4.307466663185929,-1.7314298459649855
support_score,<=50,973,21,30,312,610,0,0.02158273381294964,0.030832476875642344,0.32065775950668035,1.305390231842838,2.6326614561908768,5.835460516191549,7.026131555523027,1.9617358130636364
support_score,>80,1570,18,33,634,875,10,0.011464968152866241,0.021019108280254776,0.40382165605095544,1.0056272052494346,1.1842689228782843,6.591534267543974,5.784089040412034,0.515727724700775
support_type,A,1843,35,60,700,1038,10,0.018990775908844276,0.032555615843733045,0.3798155181768855,0.5262967841025508,0.9779951100244544,6.371113038238534,5.751997630793482,0.27957451320623206
support_type,B,283,18,23,91,151,0,0.0636042402826855,0.0812720848056537,0.3215547703180212,2.0004995939589856,2.474596001146878,6.443107839976867,6.73986275685308,2.240663307060582
support_type,C,836,10,16,267,543,0,0.011961722488038277,0.019138755980861243,0.319377990430622,0.28749037597400473,3.0844880385933804,5.652351818474718,6.587480854006619,0.6223352422489121
theme_score,50-60,856,19,16,287,531,3,0.02219626168224299,0.018691588785046728,0.3352803738317757,2.7613474774001774,7.0,5.966209486787635,8.116312764775941,2.7795798776743346
theme_score,60-70,1763,44,72,671,973,3,0.024957458876914352,0.04083947816222348,0.38060124787294386,0.7692348754828371,1.3940458106030285,6.480108724815876,6.032418350651438,0.7216135738928997
theme_score,<=50,343,0,11,100,228,4,0.0,0.03206997084548105,0.2915451895043732,-4.216816331602771,-3.090366071071571,5.111645398654142,0.9288340652549355,-4.216816331602771
total_score,50-60,404,0,0,155,249,0,0.0,0.0,0.38366336633663367,,,6.113296184637347,,
total_score,60-70,422,0,0,160,262,0,0.0,0.0,0.3791469194312796,,,6.2762584922956135,,
total_score,70-80,265,27,51,93,94,0,0.1018867924528302,0.19245283018867926,0.35094339622641507,0.49483497750129957,0.44021009026741215,7.1185613709024675,5.704388446916515,0.29355576105527914
total_score,<=50,1537,0,0,493,1036,8,0.0,0.0,0.32075471698113206,,,5.493641297054286,,
total_score,>80,334,36,48,157,91,2,0.10778443113772455,0.1437125748502994,0.47005988023952094,1.201146421098613,1.9367525515570747,8.501405991632998,6.5369803726314375,1.3298826342885217
