event_id,code,name,signal_date,break_date,stage_group,post_day,expected_d2_date,expected_d3_date,actual_daily_d2_date,actual_daily_d3_date,daily_label_quality_reason,d2_daily_date_shift_reason,d3_daily_date_shift_reason,suspension_proof_status_daily,audit_minute_d2_open,audit_minute_d3_high,audit_minute_d3_close,audit_minute_target7,audit_minute_tail_loss,v004a_probability,v004a_rank,is_v004a_top15,v004a_score_source,sample_role,sample_role_v021,missing_type,month
603118_2026-07-23,603118,共进股份,2026-07-24,2026-07-23,post,1.0,2026-07-27,2026-07-28,,,d2_no_bar_without_proof(exp=2026-07-27)|d3_no_bar_without_proof(exp=2026-07-28)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,14.93,17.82,17.31,True,False,0.4713285013443224,23.0,False,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
603619_2026-07-24,603619,中曼石油,2026-07-24,2026-07-24,d0,,2026-07-27,2026-07-28,2026-07-27,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,20.43,21.31,21.01,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
000011_2026-07-27,000011,深物业A,2026-07-27,2026-07-27,d0,,2026-07-28,2026-07-29,2026-07-28,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,8.28,8.05,7.82,False,True,0.4597076693278133,2.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
000603_2026-07-24,000603,盛达资源,2026-07-27,2026-07-24,post,1.0,2026-07-28,2026-07-29,,,d2_no_bar_without_proof(exp=2026-07-28)|d3_no_bar_without_proof(exp=2026-07-29)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,23.8,25.38,25.0,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002218_2026-07-27,002218,拓日新能,2026-07-27,2026-07-27,d0,,2026-07-28,2026-07-29,,,d2_no_bar_without_proof(exp=2026-07-28)|d3_no_bar_without_proof(exp=2026-07-29)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,4.12,4.08,4.06,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002300_2026-07-27,002300,太阳电缆,2026-07-27,2026-07-27,d0,,2026-07-28,2026-07-29,2026-07-28,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,7.32,7.4,7.27,False,False,0.4600006267439153,1.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
002412_2026-07-24,002412,汉森制药,2026-07-27,2026-07-24,post,1.0,2026-07-28,2026-07-29,,,d2_no_bar_without_proof(exp=2026-07-28)|d3_no_bar_without_proof(exp=2026-07-29)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,7.08,7.22,6.91,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
600396_2026-07-24,600396,华电辽能,2026-07-27,2026-07-24,post,1.0,2026-07-28,2026-07-29,,,d2_no_bar_without_proof(exp=2026-07-28)|d3_no_bar_without_proof(exp=2026-07-29)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,15.39,17.83,16.16,True,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
600698_2026-07-27,600698,湖南天雁,2026-07-27,2026-07-27,d0,,2026-07-28,2026-07-29,2026-07-28,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,6.76,6.61,6.54,False,False,0.45619151402534,4.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
600984_2026-07-27,600984,建设机械,2026-07-27,2026-07-27,d0,,2026-07-28,2026-07-29,2026-07-28,,d3_high_invalid|d3_close_invalid,none,no_bar_after_d2,not_applicable,4.0,4.05,3.97,False,False,0.4494362172549365,6.0,True,daily_v005_frozen,TRAIN_PRIMARY,EXCLUDED_QUALITY,D3_MISSING,2026-07
603619_2026-07-24,603619,中曼石油,2026-07-27,2026-07-24,post,1.0,2026-07-28,2026-07-29,,,d2_no_bar_without_proof(exp=2026-07-28)|d3_no_bar_without_proof(exp=2026-07-29)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,19.62,21.76,21.32,True,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
000011_2026-07-27,000011,深物业A,2026-07-28,2026-07-27,post,1.0,2026-07-29,2026-07-30,,,d2_no_bar_without_proof(exp=2026-07-29)|d3_no_bar_without_proof(exp=2026-07-30)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,7.36,8.35,7.99,True,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
002300_2026-07-27,002300,太阳电缆,2026-07-28,2026-07-27,post,1.0,2026-07-29,2026-07-30,,,d2_no_bar_without_proof(exp=2026-07-29)|d3_no_bar_without_proof(exp=2026-07-30)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,7.08,7.23,6.97,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
600698_2026-07-27,600698,湖南天雁,2026-07-28,2026-07-27,post,1.0,2026-07-29,2026-07-30,,,d2_no_bar_without_proof(exp=2026-07-29)|d3_no_bar_without_proof(exp=2026-07-30)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,6.4,6.94,6.51,True,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
600984_2026-07-27,600984,建设机械,2026-07-28,2026-07-27,post,1.0,2026-07-29,2026-07-30,,,d2_no_bar_without_proof(exp=2026-07-29)|d3_no_bar_without_proof(exp=2026-07-30)|d2_open_invalid|d3_high_invalid|d3_close_invalid,no_bar_without_proof,no_bar_without_proof,not_proven,3.96,4.07,4.01,False,False,,,False,,TRAIN_PRIMARY,EXCLUDED_QUALITY,D2_AND_D3_MISSING,2026-07
