event_id,signal_date,code,candidate_count,label_available_date,stage1_score,stage1_rank,stage1_top10,closing_completion_gap,strength_x_gap,capped_pair_score,capped_pair_rank,final_capped_rank,target7,raw_repair_return,capped_opportunity_return_7,outcome_state,rank_strict_stage1,rank_strict_capped,rank_winner_protect,rank_loss_permission,rank_oracle_loss_stage1_backfill,rank_oracle_risk_oracle_backfill,rank_top10_oracle
600470_2026-06-24,2026-06-24,600470,15,2026-06-26,0.553948548934,8,True,0.575,0.2875,0.0151521264073,6,6,0,0.0189873417722,0.0189873417722,POSITIVE_NON_TARGET,8,8,8,8,8,9,9
000571_2026-06-24,2026-06-24,000571,15,2026-06-26,0.550804470021,9,True,0.7,0.3,0.0165218612067,4,4,1,0.079674796748,0.07,TARGET7,9,9,9,9,9,2,1
002830_2026-06-24,2026-06-24,002830,15,2026-06-26,0.549015627306,10,True,0.6,0.214285714286,0.0147752192753,7,7,0,-0.0324971493729,-0.0324971493729,LOSS,10,10,10,10,10,10,10
600400_2026-06-24,2026-06-24,600400,15,2026-06-26,0.547862758229,11,False,,,,,11,1,0.100323624595,0.07,TARGET7,11,11,11,11,11,11,11
605580_2026-06-24,2026-06-24,605580,15,2026-06-26,0.547690965321,12,False,,,,,12,0,-0.00604026845638,-0.00604026845638,LOSS,12,12,12,12,12,12,12
605377_2026-06-24,2026-06-24,605377,15,2026-06-26,0.541505855729,13,False,,,,,13,0,-0.0173913043478,-0.0173913043478,LOSS,13,13,13,13,13,13,13
600322_2026-06-24,2026-06-24,600322,15,2026-06-26,0.529890710676,14,False,,,,,14,0,0.0181818181818,0.0181818181818,POSITIVE_NON_TARGET,14,14,14,14,14,14,14
002672_2026-06-24,2026-06-24,002672,15,2026-06-26,0.525219100429,15,False,,,,,15,0,0.0512129380054,0.0512129380054,POSITIVE_NON_TARGET,15,15,15,15,15,15,15
600909_2026-06-25,2026-06-25,600909,9,2026-06-29,0.585935991637,1,True,0.194444444444,0.194444444444,0.016879578136,2,2,1,0.07,0.07,TARGET7,1,2,1,1,1,1,2
605069_2026-06-25,2026-06-25,605069,9,2026-06-29,0.585333706796,2,True,0.194444444444,0.170138888889,0.0152895455925,6,6,1,0.108333333333,0.07,TARGET7,2,4,2,2,2,2,4
600379_2026-06-25,2026-06-25,600379,9,2026-06-29,0.581718702754,3,True,0.138888888889,0.104166666667,0.0132346969338,8,8,0,-0.0113182423435,-0.0113182423435,LOSS,3,5,4,4,4,4,5
002580_2026-06-25,2026-06-25,002580,9,2026-06-29,0.571799934422,4,True,0.611111111111,0.381944444444,0.016500051864,3,3,0,-0.12269446672,-0.12269446672,LOSS,4,3,5,5,3,5,6
002631_2026-06-25,2026-06-25,002631,9,2026-06-29,0.569926519491,5,True,0.444444444444,0.222222222222,0.0136964610738,7,7,0,0.0383838383838,0.0383838383838,POSITIVE_NON_TARGET,5,6,6,6,5,6,7
603938_2026-06-25,2026-06-25,603938,9,2026-06-29,0.569380151262,6,True,0.666666666667,0.25,0.0159554840791,5,5,1,0.174225028703,0.07,TARGET7,6,7,7,7,6,7,3
000566_2026-06-25,2026-06-25,000566,9,2026-06-29,0.556051086441,7,True,0.388888888889,0.0972222222222,0.010654546868,9,9,0,-0.0021978021978,-0.0021978021978,LOSS,7,8,8,8,7,8,8
002584_2026-06-25,2026-06-25,002584,9,2026-06-29,0.554461105172,8,True,0.75,0.09375,0.0164271814472,4,4,0,0.0383064516129,0.0383064516129,POSITIVE_NON_TARGET,8,9,9,9,8,9,9
002687_2026-06-25,2026-06-25,002687,9,2026-06-29,0.538391416489,9,True,0.861111111111,0,0.0184198359182,1,1,1,0.134703196347,0.07,TARGET7,9,1,3,3,9,3,1
603989_2026-06-26,2026-06-26,603989,12,2026-06-30,0.594136598484,1,True,0.4,0.4,0.0200304688221,4,4,0,-0.0419642857143,-0.0419642857143,LOSS,1,4,4,4,4,4,4
002990_2026-06-26,2026-06-26,002990,12,2026-06-30,0.587470412947,2,True,0.4,0.363636363636,0.019088387916,5,5,1,0.086383601757,0.07,TARGET7,2,5,1,1,1,1,2
600667_2026-06-26,2026-06-26,600667,12,2026-06-30,0.578921950821,3,True,0.65,0.531818181818,0.0207463105996,2,2,0,0.0668103448276,0.0668103448276,POSITIVE_NON_TARGET,3,2,3,2,2,2,3
002080_2026-06-26,2026-06-26,002080,12,2026-06-30,0.57749649108,4,True,0.675,0.490909090909,0.0204849474429,3,3,0,-0.0525252525253,-0.0525252525253,LOSS,4,3,5,5,3,5,5
600141_2026-06-26,2026-06-26,600141,12,2026-06-30,0.576158976892,5,True,0.425,0.270454545455,0.0165986396277,6,6,0,-0.0441767068273,-0.0441767068273,LOSS,5,6,6,6,5,6,6
603678_2026-06-26,2026-06-26,603678,12,2026-06-30,0.575196614348,6,True,0.05,0.0272727272727,0.0100736837752,10,10,0,0.0416001963431,0.0416001963431,POSITIVE_NON_TARGET,6,7,7,7,6,7,7
600584_2026-06-26,2026-06-26,600584,12,2026-06-30,0.571023638358,7,True,0.925,0.420454545455,0.0230507419057,1,1,0,0.0200970873786,0.0200970873786,POSITIVE_NON_TARGET,7,1,2,3,7,8,8
603929_2026-06-26,2026-06-26,603929,12,2026-06-30,0.567444124227,8,True,0.45,0.163636363636,0.0143383735524,7,7,0,0.0476785648642,0.0476785648642,POSITIVE_NON_TARGET,8,8,8,8,8,9,9
002025_2026-06-26,2026-06-26,002025,12,2026-06-30,0.558912536272,9,True,0.4,0.109090909091,0.0124938215734,8,8,1,0.0701369863014,0.07,TARGET7,9,9,9,9,9,3,1
603713_2026-06-26,2026-06-26,603713,12,2026-06-30,0.556961989121,10,True,0.375,0.0681818181818,0.0110240110598,9,9,0,-0.0293809024134,-0.0293809024134,LOSS,10,10,10,10,10,10,10
000818_2026-06-26,2026-06-26,000818,12,2026-06-30,0.550765435309,11,False,,,,,11,1,0.0779510022272,0.07,TARGET7,11,11,11,11,11,11,11
002254_2026-06-26,2026-06-26,002254,12,2026-06-30,0.538262782847,12,False,,,,,12,0,-0.025974025974,-0.025974025974,LOSS,12,12,12,12,12,12,12
