test_date,feature,beta,positive,negative,intercept
2026-06-26,inter_total_trend,0.015893412311,True,False,0.0255856734432
2026-06-26,rank_active_money_score,0.0415515581144,True,False,0.0255856734432
2026-06-26,rank_d1_close_ma10_pct,0.0305267195397,True,False,0.0255856734432
2026-06-26,rank_d1_close_vwap_pct,0.0102706630542,True,False,0.0255856734432
2026-06-26,rank_d1_low_ma10_pct,0.0354959463544,True,False,0.0255856734432
2026-06-26,rank_days_since_d0,0.014236823492,True,False,0.0255856734432
2026-06-26,rank_log_candidate_base_price,0.0547454928614,True,False,0.0255856734432
2026-06-26,rank_theme_score,0.0376076000127,True,False,0.0255856734432
2026-06-26,rank_total_score,0.00994406484781,True,False,0.0255856734432
2026-06-26,rank_trend_hold_score,0.00658664456815,True,False,0.0255856734432
2026-06-26,spread_close_low,-0.00496922681466,False,True,0.0255856734432
